time,Fy_lower,Fy_upper,external_work,kinetic_energy,potenial_energy,strain_energy
77,-6203.2893250066,6203.2893250066,17007.128107177,7297.0792838337,-7358.297541797,9648.8305653798
78,-6203.2994938508,6203.2994938508,17255.855697312,7388.0252679752,-7450.3511995904,9805.504497722
79,-6203.3020965851,6203.3020965851,17503.257151094,7481.6889515538,-7545.8654026413,9957.3917484523
80,-6203.2967549316,6203.2967549316,17749.33215827,7579.4949909849,-7646.1863853726,10103.145772898
81,-6203.2839295257,6203.2839295257,17994.083517681,7682.6491362145,-7752.3791378409,10241.70437984
82,-6203.2648847465,6203.2648847464,18237.51683129,7792.1232907373,-7865.3418290134,10372.175002277
83,-6203.2413559307,6203.2413559307,18479.639918389,7908.8393612467,-7986.0334340488,10493.60648434
84,-6203.214658297,6203.214658297,18720.462204415,8033.8216693384,-8115.5336482253,10604.928556189
85,-6203.1848173097,6203.1848173097,18959.994395632,8168.1408486327,-8254.885200903,10705.109194729
86,-6203.1502898163,6203.1502898163,19198.248669223,8312.7450604026,-8404.9331595972,10793.315509626
87,-6203.1083547527,6203.1083547527,19435.239420605,8468.3482301868,-8566.252524743,10868.986895862
88,-6203.0560613181,6203.0560613181,19670.984358629,8635.3287150691,-8739.0024066042,10931.981952025
89,-6202.9915328924,6202.9915328924,19905.505537066,8813.5214217286,-8922.6717444858,10982.83379258
90,-6202.915005465,6202.915005465,20138.829842021,9002.0273920916,-9115.9806661165,11022.849175905
91,-6202.8289763527,6202.8289763527,20370.988620726,9199.2978312285,-9317.1494904903,11053.839130235
92,-6202.7376855464,6202.7376855464,20602.01648323,9403.5467656278,-9524.4316290909,11077.584854139
93,-6202.6465364843,6202.6465364843,20831.949503693,9613.2657845298,-9736.5764807444,11095.373022949
94,-6202.561570131,6202.5615701311,21060.823032231,9827.4840334581,-9952.8665066541,11107.956525577
95,-6202.4887477612,6202.4887477612,21288.669344768,10045.569462395,-10172.711164674,11115.958180094
96,-6202.4328430234,6202.4328430234,21515.51545642,10266.819337423,-10395.288049247,11120.227407173
97,-6202.3960374483,6202.3960374483,21741.381541024,10490.330769539,-10619.644932359,11121.736608665
98,-6202.3768191549,6202.3768191549,21966.28045568,10715.230068361,-10845.006239487,11121.274216193
99,-6202.3699905427,6202.3699905427,22190.218687436,10940.862395442,-11070.829870725,11119.38881671
100,-6202.3681445065,6202.3681445065,22413.198584222,11166.753984212,-11296.710978052,11116.48760617
