time,DJ1,DJ2,DJint,EW,FE,Fy,J,KE,PEW,SE,max_disp_y
16.25,0.00010961645103177,-0.0004938710523891,-0.00038425460135733,0.34149305455142,0.062907115866452,100.00969753411,0.0050430604386436,0.2497231502729,0.34400331733711,0.075945588846783,0.0030852016094891
16.5,6.6075096076827e-05,-0.00063762400284011,-0.00057154890676329,0.34651806988149,0.064813831017165,99.334893314777,0.005206367914359,0.25609267983745,0.34906388606902,0.074139935154173,0.0031672508511836
16.75,6.176579650079e-05,-0.00078739389178283,-0.00072562809528204,0.35157802627462,0.066596087198819,99.240968508304,0.0054333022570302,0.26249634344293,0.35421047056377,0.072398669581424,0.0032497308011679
17,9.0479339341098e-05,-0.00091787569530033,-0.00082739635595924,0.3567630424207,0.068342749530219,99.651330389486,0.0057057960610779,0.26894644702281,0.35940656969197,0.070677258791661,0.0033321131845145
17.25,0.00011207583041746,-0.0010332178459384,-0.00092114201552089,0.36206325346363,0.07012410491613,99.958796419646,0.0059663669690411,0.27544727580303,0.36462551841597,0.06891921600958,0.003413576451205
17.5,0.00010161429222613,-0.0011000118170153,-0.00099839752478914,0.36741100222144,0.072009558591973,99.810415509453,0.0061779415055435,0.282040458716,0.36988848219407,0.067066968771264,0.0034939388285317
17.75,7.5761357791894e-05,-0.0011243925619253,-0.0010486312041334,0.37278027648019,0.074050398130672,99.469462152694,0.0063594531213852,0.28879113960469,0.37523981243497,0.065103356105486,0.0035739418273988
18,6.528202550187e-05,-0.0011471630968174,-0.0010818810713155,0.37820815104045,0.076264441205922,99.382464591253,0.0065556676679138,0.29571284210287,0.38069542204617,0.06306673784003,0.0036545440530067
18.25,7.4343673494204e-05,-0.0011789304253491,-0.0011045867518549,0.38373331572795,0.07858241400996,99.597420944499,0.0067820536064037,0.30274101382403,0.38623039558617,0.061039346142002,0.0037360662992079
18.5,8.1002198405842e-05,-0.0011786803145819,-0.001097678116176,0.38934912701384,0.08086405740511,99.775741167119,0.0070147621678532,0.30976112557853,0.39181744418574,0.059127382448668,0.0038181167606879
18.75,7.126585737647e-05,-0.0011537627750088,-0.0010824969176323,0.3950258187709,0.082941759976895,99.683703426594,0.007230417137572,0.31671367698549,0.39746324875002,0.057361912285832,0.0039002407617795
19,5.5420215118168e-05,-0.0011509906608981,-0.0010955704457799,0.40075994991111,0.084705506821309,99.454158882119,0.0074349980539551,0.32363587523001,0.40319945371264,0.055728872717845,0.0039824746770314
19.25,4.7597668111782e-05,-0.0011636891010924,-0.0011160914329806,0.40658073480891,0.086160219767407,99.322091234315,0.007645563972406,0.33057031209498,0.40904965514901,0.054250215486036,0.0040652718375931
19.5,4.3927751442032e-05,-0.0011302257057373,-0.0010862979542953,0.41251796750254,0.087393839485279,99.276373177784,0.0078603666384915,0.33748907028255,0.41502249738513,0.05298102813298,0.004149064016342
19.75,2.9867983589072e-05,-0.0010335539095969,-0.0010036859260078,0.41858871563628,0.088588116755662,99.100077186295,0.0080633329435487,0.34435763226234,0.42114008160089,0.0519248391028,0.0042340195540966
20,-9.7872307171644e-07,-0.00095238246356688,-0.00095336118663859,0.42482162705161,0.089881763297632,98.664378932481,0.0082489810864319,0.35123210399113,0.42746412280063,0.051019113057455,0.0043201821517031
20.25,-4.6028208892694e-05,-0.00090396374630568,-0.00094999195519837,0.43128277025803,0.091350508369469,98.031639437874,0.008425965136931,0.35820896813838,0.43409318267755,0.050272166691784,0.0044077574998546
20.5,-0.00010647350923819,-0.00083063142320438,-0.00093710493244257,0.43807300751508,0.092972885148309,97.283983172774,0.0085997298899366,0.36534226166442,0.44114813680163,0.049760842630904,0.0044973071037598
20.75,-0.00019079933744931,-0.00070164245950353,-0.00089244179695284,0.44531292034583,0.094625862087725,96.39553893127,0.008766586607379,0.37272509479433,0.44877294817846,0.049489089907722,0.0045898126863729
21,-0.00030477072743923,-0.00055822255951307,-0.0008629932869523,0.45314136296207,0.096156244702587,95.335634788418,0.0089255011770192,0.38055275917232,0.45714513710141,0.049425855384753,0.004686648300332
21.25,-0.00044219282665558,-0.0004338485853189,-0.00087604141197447,0.46172269766403,0.097488661106529,94.220479387634,0.0090859221408176,0.38901774494348,0.46646834295711,0.049634766363071,0.0047894469687467
21.5,-0.00058597076899339,-0.00029359693410679,-0.00087956770310019,0.47124099912169,0.098648223674229,93.299584182124,0.0092630350459161,0.39824101397986,0.47693741536954,0.050212350719937,0.0048998540079433
21.75,-0.00071494619775861,-9.9327818381843e-05,-0.00081427401614046,0.48187632666896,0.099761473287757,92.835475374861,0.0094719443604292,0.40829984012265,0.48869239814748,0.05124091580427,0.0050192215370336
22,-0.00080784472646089,0.00011167951863921,-0.00069616520782168,0.49377586140121,0.10095837373197,93.042228950588,0.0097277483454352,0.41914292363228,0.50177663401008,0.052920193520162,0.0051483036405043
22.25,-0.00084554782001835,0.00028065068426275,-0.0005648971357556,0.50702307702474,0.10230220623068,94.078560574532,0.010044842545336,0.4304536864987,0.51610017111712,0.055599268830834,0.0052869737182062
22.5,-0.00082066773774902,0.00041392503600624,-0.00040674270174279,0.52158875313373,0.10375000489948,95.980702024216,0.010427434506107,0.44174306012883,0.53141362347486,0.059523363472471,0.0054340085567729
22.75,-0.00075172956855196,0.00055706929991655,-0.00019466026863541,0.5372611801071,0.10521359290387,98.540655383638,0.010856038503481,0.45263689114783,0.54731410942477,0.064517017398076,0.0055870552590657
23,-0.00068569604283513,0.00072583569670968,4.0139653874551e-05,0.55360200726038,0.10668626435091,101.26280773371,0.011285460685859,0.46311624592351,0.5633036791478,0.069882880926349,0.0057429003964416
23.25,-0.00068343490515829,0.00089031393051749,0.00020687902535919,0.56999664812743,0.108242216195,103.47406184457,0.011659495331679,0.47355664062272,0.57889559864587,0.074598433349068,0.0058980570313988
23.5,-0.00079923490971649,0.0010344852257923,0.00023525031607579,0.58581758577761,0.10997912555751,104.53707044294,0.011930423780562,0.48445326459558,0.59373835708023,0.077883418842401,0.0060495504920589
23.75,-0.0010616789170701,0.0011822201367947,0.00012054121972465,0.60063589990346,0.11193109636516,104.08526655051,0.012074770508274,0.49597389703182,0.60771760171994,0.079709074200044,0.0061956829818929
24,-0.0014558793950024,0.0013548784601437,-0.00010100093485872,0.61437311667713,0.11403242427862,102.21672247625,0.012107325083239,0.50780858147151,0.62099784829823,0.08072807087467,0.0063365024874567
24.25,-0.0019145579457261,0.0015286777119029,-0.00038588023382319,0.6273152234961,0.11616713202868,99.557977896167,0.01208949052712,0.51953558927489,0.63397589134315,0.081663498582488,0.0064737292153334
24.5,-0.0023334530385055,0.0016671165216153,-0.0006663365168902,0.63999480409289,0.11829407338475,97.099145146169,0.012117722270689,0.53108791065201,0.64714488711345,0.082847332485626,0.0066100645330832
24.75,-0.0026151975862648,0.0017688038552854,-0.00084639373097936,0.6530110419069,0.12044707763801,95.804789748406,0.012284907895414,0.54276733521789,0.66091076223041,0.084318397189838,0.006748096629038
25,-0.0027202013847908,0.0018648809435013,-0.00085532044128952,0.66684075608671,0.12268881870713,96.166441898468,0.012630808149082,0.55479834666755,0.67543662867524,0.086189468822103,0.0068892651952081
25.25,-0.0026921846459868,0.0019752556268462,-0.00071692901914058,0.68166087580622,0.12504462338824,97.937497653305,0.013113651466002,0.56703799729827,0.690588833878,0.088611543527016,0.0070333788758447
25.5,-0.002642361916031,0.0020989578149148,-0.00054340410111615,0.69724777911444,0.12751097471226,100.21895711817,0.013624435467472,0.57924375819472,0.70601526296121,0.09137659071789,0.0071789429071112
25.75,-0.0026989204375048,0.0022233506569151,-0.00047556978058966,0.71306643419159,0.13010301252109,101.89200138999,0.014039216336838,0.59144343740184,0.72132267731325,0.093899556420799,0.0073241542928197
26,-0.002942751261846,0.0023477033338269,-0.0005950479280191,0.72855966919592,0.13286183704546,102.20008064851,0.014284358382383,0.60382663101988,0.73626687506578,0.095774269003467,0.0074680557554136
26.25,-0.0033609927594034,0.0024813508497852,-0.00087964190961825,0.74345735498252,0.13583452060235,101.16215391357,0.014381605851686,0.61641714046475,0.75085723223067,0.097101662736097,0.0076112138326876
26.5,-0.0038511793487054,0.0026212024943909,-0.0012299768543145,0.75788982843529,0.13904828640458,99.550654821128,0.014443555855347,0.62910359573493,0.76531963975707,0.0981908194154,0.0077555150545631
26.75,-0.0042840278239961,0.0027559769443726,-0.0015280508796234,0.77225930656256,0.14253510575319,98.41301311773,0.014611613264563,0.64190419537833,0.77994182373251,0.09920490383376,0.0079031774835357
27,-0.004589149858041,0.0028908385725285,-0.0016983112855124,0.78698111293148,0.14631102688384,98.418013016372,0.014967689565681,0.65495273840487,0.79489588214353,0.10019632270337,0.0080608582382191
27.25,-0.0048048348521788,0.0030480386771469,-0.0017567961750319,0.80223695066125,0.15039500641631,99.449245001029,0.015479135074637,0.66826675405057,0.81014678507565,0.10121001105646,0.0082234888919675
27.5,-0.0050557127699701,0.0032262232216546,-0.0018294895483154,0.8178732268596,0.15473533353072,100.72265404255,0.016018829291396,0.68173343699032,0.82549946131118,0.10218277390125,0.0083863458395632
27.75,-0.0054700608931386,0.0034058645549494,-0.0020641963381892,0.83352787389681,0.15922639191364,101.35273104525,0.016449601896887,0.695261413142,0.84074565316215,0.10297802377413,0.0085510199984781
28,-0.0060892319622361,0.0035745993979797,-0.0025146325642564,0.84890526001864,0.1637173328067,100.9710882703,0.01671774494062,0.70880087658459,0.85580638967322,0.10359093912621,0.0087161702860156
28.25,-0.0068345538048046,0.003755471033233,-0.0030790827715717,0.86397840834578,0.16805448410659,99.951905113658,0.016890316586192,0.7223183552987,0.87077311467775,0.1041503738964,0.0088803086484923
28.5,-0.0075633989045117,0.0040130047796998,-0.0035503941248119,0.87897123228868,0.17218352477141,99.083319454166,0.017103061212173,0.73587011332582,0.88582655491724,0.10472378218176,0.0090436911803389
28.75,-0.0081745425610473,0.0043101022917842,-0.0038644402692631,0.89416688228871,0.17613114602751,98.947371093278,0.017452949052034,0.74959788114319,0.90110190918817,0.10531388496391,0.0092074610893956
29,-0.0086748673591719,0.0045842945867487,-0.0040905727724232,0.90969799164542,0.17997450581202,99.499243539161,0.017922118213465,0.76357076418841,0.91660392677205,0.10593212219268,0.0093799891093242
29.25,-0.0091497075215386,0.0049025889137555,-0.0042471186077831,0.9254680478324,0.1838698459589,100.16736062974,0.018398972218179,0.77770522043647,0.93222961921393,0.10656604263741,0.0095621539036614
29.5,-0.0096644618621895,0.0053251592652263,-0.0043393025969632,0.94125816841736,0.18802106275853,100.35974259859,0.018777991932659,0.79187599646961,0.94786857940243,0.10717901762252,0.0097484163160506
29.75,-0.010187956289238,0.0057287309987143,-0.004459225290524,0.95692022850381,0.19259621104687,99.932108556383,0.019049666148687,0.80604884934839,0.96349372232213,0.10769031292013,0.0099379006386215
30,-0.010610126838122,0.0071174027986681,-0.0034927240394534,0.97248408209808,0.19760132938851,99.234923495908,0.019300062383284,0.82023123398833,0.97917328886463,0.10814344575118,0.010129762790821
30.25,-0.010839048535715,0.008775562017333,-0.0020634865183821,0.9881028889515,0.20278474246799,98.743564007511,0.019622479968542,0.83445600613055,0.99500741132935,0.10860512366715,0.010323126687751
30.5,-0.010886142035175,0.011152277445176,0.00026613541000101,1.0039082122803,0.2081653464774,98.632656655121,0.020027617566019,0.84874875091358,1.0110539481347,0.10914159102548,0.01051706831934
30.75,-0.010861184917795,0.012188228787027,0.0013270438692313,1.0199062327434,0.2136610916207,98.668915808155,0.020438699563703,0.86318100332921,1.0273077399242,0.10964652907387,0.010710832948642
31,-0.01088740318533,0.016486184640635,0.0055987814553048,1.0359977652981,0.21959973831633,98.478157381006,0.02077074297693,0.87768074341341,1.0437421335121,0.11031316308679,0.010904185066479
31.25,-0.011020008412843,0.016569076878857,0.0055490684660135,1.0520910862372,0.22554171795149,97.903098292248,0.021010156804152,0.89227112103442,1.0603660391694,0.11080239368738,0.011097613777275
31.5,-0.011238612360113,0.0064366671781867,-0.0048019451819264,1.0681942946395,0.23154474491365,97.119845329109,0.021218219669181,0.90744300080876,1.0772429772391,0.11089597842391,0.011292228387304
