time,Fy,Jint,ce_int,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
5.6e-05,97.83592374524,0.076706764828494,4.0309152974554,3.5757545619165,0.4645434293925,3.3765139368272,0.038879314507645,0.31292685015274,3.6514840136386,0.062884789326282
5.65e-05,98.076787289425,0.078621632979897,4.0776991588488,3.6551544471825,0.47103984357833,3.4529020949102,0.039543449739991,0.32540971194967,3.7322603654263,0.064427849666584
5.7e-05,98.543040993825,0.080995885357819,4.1069249617818,3.7360427778041,0.47755522533966,3.5296072768872,0.040196053474618,0.33587456298506,3.8137565596762,0.066034426285799
5.75e-05,99.258136215033,0.083735584146442,4.0948939473125,3.8183240016429,0.48410111060506,3.6073976330883,0.040841698092663,0.34313078396897,3.8956583324258,0.066787757292966
5.8e-05,99.847003097308,0.086368745465598,4.1168676568912,3.9014631555399,0.49043763239385,3.6864946541214,0.041486468704552,0.34641022107352,3.977674861536,0.066593133636173
5.85e-05,99.836122314032,0.088363681471709,4.1577114612255,3.9846069738335,0.49655091773451,3.7669149569094,0.042135750738583,0.34354457868968,4.0596635202663,0.065228561780697
5.9e-05,99.058745050827,0.089505935209894,4.1587201444157,4.0670476274768,0.50222452501031,3.8486622603907,0.042793335722317,0.33429454273251,4.1417534932739,0.062853952622503
5.95e-05,97.831880635075,0.090065937017578,4.1695723726564,4.1486877713205,0.50777371720583,3.9318139994411,0.043461546714731,0.32014172086793,4.2243367439782,0.059566052915826
6e-05,96.769344783615,0.090634720067049,4.1873378141299,4.2301676281961,0.51334739502064,4.0165092086908,0.044141466995002,0.30305816582362,4.3080046972573,0.055761297984787
6.05e-05,96.380368278777,0.091743137987355,4.1891360780993,4.3125564283681,0.51890503934563,4.1025228892387,0.044832726985587,0.28547772505404,4.3930800645155,0.052152839397051
6.1e-05,96.739646837632,0.093480271719486,4.1669466943116,4.3967728814783,0.5243345835966,4.1893655109676,0.045533085449208,0.27105425023412,4.4795737144478,0.049435116254762
6.125e-05,97.216706406214,0.094468504414665,4.1460896674229,4.4396519130694,0.52704264502619,4.2554209499369,0.045885681967907,0.26530778901971,4.5233173114605,0.048447920101434
6.175e-05,97.792776869377,0.096357163263729,4.0668702607079,4.526905097389,0.5321412209207,4.3203835406378,0.046591625672787,0.25533438144848,4.6115776637699,0.047175569691843
6.225e-05,97.996938181511,0.097465711682305,3.9953604023846,4.615372367109,0.53703469094602,4.4083189575474,0.047294833834109,0.24525285762577,4.7007274453168,0.046079590614989
6.275e-05,97.511935963031,0.0979601521181,3.9324001624522,4.7042555384116,0.54178214070561,4.4973155884699,0.047991934207753,0.23446818691419,4.7907645471965,0.044767119984273
6.325e-05,96.456184206623,0.097820151813303,3.8004770708602,4.7930968371707,0.5462036865692,4.5877017550265,0.048682692899139,0.22596811811961,4.8819411135805,0.043268239275163
6.375e-05,95.164956046907,0.097704207299919,3.6448459549527,4.8819775615355,0.55039616298906,4.6796154526554,0.049370762069895,0.22155208358646,4.9746971809607,0.042038499993593
6.425e-05,94.058943795032,0.097701548079012,3.4660989905259,4.971488522452,0.55418024241081,4.7729646350065,0.050062869675835,0.22260447140533,5.0695148650363,0.041598858657511
6.475e-05,93.538991228684,0.097948710869238,3.3342945019884,5.0625695006768,0.55744841985422,4.8677807029481,0.050766680364131,0.22944048378956,5.1668853629412,0.042209977952031
6.525e-05,93.858183931436,0.099293513662929,3.1503280578629,5.1562570206178,0.56014617247812,4.9641812100979,0.051488159755271,0.24005799950504,5.2668121816985,0.043931992736377
6.575e-05,94.963834718453,0.10132832386642,3.0033041410417,5.2533241361202,0.56241440583439,5.0622256424519,0.052229609513237,0.25311832314633,5.3690710589014,0.046559067184464
6.625e-05,96.454554840826,0.10366631267401,2.8400897951889,5.353921217959,0.56422368465919,5.1617397014077,0.052989288711767,0.26697343992781,5.4731916236829,0.04995360012681
6.675e-05,97.789221393047,0.10542655621906,2.7004999774063,5.4574873563271,0.56568710854887,5.2623192652974,0.053762765944022,0.28060805292727,5.5786074993723,0.053981957059814
6.725e-05,98.620281979572,0.10652106609498,2.5524433739554,5.5630661948671,0.56680373263123,5.3635743089553,0.054545203985437,0.29342845315736,5.6848427212546,0.058515043417202
6.775e-05,98.960130960857,0.10733172130322,2.3765103965787,5.6697881305778,0.56745188675509,5.4654448819766,0.055333208770623,0.30454809177629,5.7916100908422,0.063080614708041
6.825e-05,99.056115952407,0.10797525439765,2.2663807326161,5.7771578307204,0.56770211804069,5.5683352511559,0.056125153661503,0.31381626809201,5.898788192623,0.066995790160691
6.875e-05,99.102843736712,0.1089023422521,2.1522389071499,5.8849864291692,0.56781537294277,5.6727482321686,0.056919982188275,0.32165319811376,6.0063435120706,0.069695462950178
6.925e-05,99.055766109256,0.1100939515148,2.0589434633242,5.9931158913483,0.56796954480998,5.7789206672941,0.057715658450779,0.32565790829966,6.1142842869848,0.071076836967344
6.975e-05,98.737043867228,0.11071059569349,1.9633630124025,6.1012555137946,0.56819178464405,5.8868262003265,0.058508727434047,0.32472427169538,6.2226783094449,0.071241560933395
7.025e-05,98.093166523262,0.11056661955549,1.9349385067685,6.2091350269878,0.5683766052619,5.9964210862355,0.059295574990656,0.31842389924189,6.3316942826363,0.070356067536413
7.05e-05,97.564917956983,0.1103621893884,1.9118661091201,6.2630074769332,0.56846686180674,6.079958518052,0.059685963373564,0.31351574760849,6.3865028799282,0.069577729583272
7.1e-05,96.893458740078,0.10968012396805,1.8743677343682,6.3706788133436,0.5688039968286,6.1640047114646,0.060461481731665,0.30102653469732,6.4969656618667,0.067630621750302
7.15e-05,96.370428122195,0.10970803719717,1.8641583790829,6.4789495059015,0.56926399126044,6.2776570867637,0.061233856475046,0.28680524289244,6.608745995406,0.065639892629781
7.2e-05,96.340182638056,0.11058086929984,1.8386977386819,6.5886334726144,0.56965809273543,6.3925440524531,0.0620100015422,0.27410687073139,6.721979356242,0.064082958387567
7.25e-05,96.791343477995,0.11229663531776,1.7692455819012,6.7003577506086,0.56993452201097,6.5084409645341,0.062797106621823,0.26496181274603,6.8366199317512,0.062950433978506
