time,Fy,Jint,external_moose,external_work,fracture_energy,kinetic_energy,max_disp_y,strain_energy
9.15e-05,98.803218484148,0.15873273993864,11.02943832995,11.100396350158,0.37970326420241,10.841521173086,0.09893490450919,0.1146104427025
9.2e-05,99.418496537066,0.16376283468477,11.182968910344,11.25534515742,0.38067181431827,10.990848969267,0.099964722931307,0.11940638327362
9.25e-05,99.669603964125,0.16598021807527,11.337366669863,11.410749454785,0.38157391701539,11.142391687417,0.10098397041628,0.12314884171716
9.3e-05,99.575536259166,0.16732162909812,11.491920122882,11.566009636387,0.38240632652412,11.294506717813,0.10199516075722,0.12582553685075
9.35e-05,99.168982301726,0.16576229304992,11.646276781554,11.720913128972,0.38318067337772,11.448063001161,0.1030013426486,0.1274022334117
9.4e-05,98.62281640631,0.16275534716588,11.800409868073,11.875566441067,0.38390605418355,11.603489885838,0.10400390003817,0.12790668391866
9.45e-05,98.149713823545,0.16241983446132,11.954491924744,12.030206618928,0.3845976888815,11.760477251837,0.1050023189133,0.12759081290426
9.5e-05,97.804791237619,0.16290830137722,12.108718999435,12.185002934263,0.38529371927845,11.918135567694,0.10599570900775,0.1264716585434
9.55e-05,97.490912109827,0.16361853662202,12.263220357147,12.340038583472,0.3860133430836,12.077590792129,0.10698481171214,0.12464406758115
9.6e-05,97.118491508761,0.16790916299087,12.41809699444,12.495413053305,0.3867489191127,12.239627157585,0.10797303108445,0.1222680202002
9.65e-05,96.715291689106,0.16441459424978,12.573490138842,12.65130549992,0.38747935769938,12.402892972974,0.10896571399841,0.12003940947311
9.7e-05,96.4188254829,0.16711715493651,12.729619071519,12.808001169211,0.38818645459612,12.566369072373,0.10996806224383,0.11821799569922
