time,Jint,external_work,fracture_energy,kinetic_energy,max_disp_y,preset_ext_work,strain_energy
1.85e-05,0.00683178282364,0.39659044760337,0.018790584693754,0.30111253916192,0.0038149917218343,0.39976912737832,0.070053027140909
1.9e-05,0.0072775128544556,0.40695024692124,0.019557494304382,0.31444318565889,0.0039831863313224,0.41046234558803,0.066563054120624
1.95e-05,0.0077261010562546,0.41790842643975,0.020321235971321,0.32788764489886,0.00415490853371,0.4214114244587,0.063356975889792
2e-05,0.0081424558908243,0.42947418412092,0.021130539482124,0.3412075402543,0.0043282777920645,0.43276522073319,0.060722290537706
2.05e-05,0.0085171046323407,0.44151809335321,0.021997869652739,0.35428693762092,0.0045047984830596,0.44484062476975,0.059031821938531
2.1e-05,0.0088728233690284,0.45431206703777,0.022878807901864,0.36721438216896,0.0046893092792847,0.4580639949868,0.058440767270281
2.15e-05,0.0092402419755669,0.46850155289204,0.023726958524388,0.38063931274857,0.004886205109629,0.47292037751543,0.058554816755265
2.2e-05,0.009630879392334,0.48472795379209,0.024526839938134,0.39547045005736,0.0050979593805257,0.48997566164239,0.059110781863238
2.25e-05,0.010032158232696,0.50341692675774,0.025323793481615,0.41238060511317,0.0053277104878826,0.50985797069159,0.060203522581192
2.3e-05,0.010458408633808,0.52494295928916,0.026208299672162,0.43164520069121,0.0055916495870851,0.53307817854353,0.062220876125058
2.35e-05,0.010979798990192,0.54971943680468,0.027249012459437,0.45298157903755,0.0058793366510367,0.55976019926349,0.065837576026364
2.4e-05,0.011642094227166,0.57790285785719,0.028445754892616,0.47543116573929,0.0061825457059849,0.5894614845833,0.071866614947027
2.45e-05,0.012402111856788,0.60900968986936,0.029759883564393,0.49781094618446,0.0064956943862919,0.62117661365891,0.080331352063137
2.5e-05,0.013173128512847,0.64183225406783,0.031140064189138,0.51969040318413,0.0068101360137506,0.65352219189191,0.089732008287019
2.55e-05,0.013861544610164,0.67471388783972,0.032574851218272,0.54166829336421,0.0071202241578978,0.68510545945613,0.097733997880983
2.6e-05,0.014370122475118,0.70612950446844,0.034107183017199,0.5645106312434,0.0074284373517806,0.71502558539126,0.10290172191384
2.65e-05,0.014665922912872,0.73540145022229,0.035793980311619,0.58810538289745,0.0077241353619422,0.74327781802563,0.10585289470059
2.7e-05,0.014859788223343,0.76304339401637,0.037667715265005,0.61164758814005,0.0080136235436398,0.77075369126453,0.10821673720527
2.75e-05,0.015176379323037,0.79041927046816,0.039727220293039,0.63504779759879,0.0083078057919504,0.79874327808989,0.11069434930103
2.8e-05,0.015808168843951,0.81898824142264,0.041961538667136,0.65915939331196,0.0086332238177125,0.82819514473088,0.11333802452573
2.85e-05,0.016769665920457,0.84953840588231,0.04437938190303,0.68425157371874,0.0089708669446208,0.8591788989449,0.11658523787916
2.9e-05,0.017871092089181,0.88169423130961,0.046975552477142,0.70970992091701,0.0093115671352037,0.8908953546455,0.12031360841953
