time,DJint,DJint_over_Jint,Jint,dt,external_work,kinetic_energy,preset_ext_work,strain_energy,tip,tip_adv,tip_cum,tip_vel
29.2,-0.0056546252533211,-0.61655899759078,0.0091712638618798,0.2,0.43902978168354,0.37747875212516,0.84282537261655,0.051413070064623,70.852329167857,0.35448617820238,21.20681534606,1.7724308910119
29.4,-0.0057712105510163,-0.62003471074032,0.0093078830121065,0.2,0.4450819879348,0.38340965158918,0.85579911473672,0.051391728498748,71.20681534606,0.35550356080717,21.562318906867,1.7775178040358
29.6,-0.0058806038650428,-0.62209005627975,0.0094529784002822,0.2,0.4512132875809,0.38939064589288,0.86888644774824,0.051383009672923,71.562318906867,0.35655186388225,21.918870770749,1.7827593194113
29.8,-0.0060153747414727,-0.62698561025441,0.0095941192957074,0.2,0.45736237351803,0.39539325881602,0.88201341331623,0.05137602546189,71.918870770749,0.35754117279402,22.276411943543,1.7877058639701
30,-0.0061891842952871,-0.63668705613718,0.0097209205615665,0.2,0.46351605257514,0.40138143493547,0.89515311908586,0.051445041793204,72.276411943543,0.35840547160084,22.634817415144,1.7920273580042
30.2,-0.0063794066098825,-0.64791759634882,0.0098460153665096,0.2,0.46964951313299,0.40736627751886,0.90832723383329,0.051496077922978,72.634817415144,0.35923632462247,22.994053739766,1.7961816231123
30.4,-0.0065634604244043,-0.65765101258234,0.0099801571028261,0.2,0.47576508591263,0.41338032067511,0.92159367141324,0.051595743074519,72.994053739766,0.36010412307071,23.354157862837,1.8005206153536
30.6,-0.0067598952899502,-0.6692359272523,0.010100915110318,0.2,0.48190593731387,0.41934241380463,0.934973970778,0.051836676446937,73.354157862837,0.36086562441132,23.715023487248,1.8043281220566
30.8,-0.0070142091098326,-0.68983952722111,0.010167885186411,0.2,0.4879902578297,0.42533513555223,0.94847185894781,0.05186409305891,73.715023487248,0.3612801413387,24.076303628587,1.8064007066935
31,-0.0073523452025629,-0.72340990954364,0.010163456576371,0.2,0.4940853637808,0.43145643816702,0.96207892994954,0.051933816304657,74.076303628587,0.36125289876067,24.437556527348,1.8062644938034
31.2,-0.0077608541351245,-0.76795254271658,0.010105903299273,0.2,0.50014412385802,0.43761685501936,0.97578624289555,0.051966325283366,74.437556527348,0.36089668858958,24.798453215937,1.8044834429479
31.4,-0.0082008185191085,-0.81753311169895,0.010031175987558,0.2,0.50615371336128,0.44398995631019,0.98960021497238,0.051865022567934,74.798453215937,0.36042808543956,25.158881301377,1.8021404271978
31.6,-0.0086249108961418,-0.86456505640525,0.0099760114432604,0.2,0.51209965293911,0.45056428986969,1.0035574391664,0.051711095884028,75.158881301377,0.36007765317977,25.518958954557,1.8003882658988
31.8,-0.0089863143080281,-0.90093171861335,0.009974467678704,0.2,0.5180149296036,0.4574073701822,1.0176958031649,0.051355550541027,75.518958954557,0.36006779067486,25.879026745231,1.8003389533743
32,-0.0092446760978843,-0.91896595336675,0.01005986790263,0.2,0.52393763360142,0.46467022850263,1.0320315615192,0.050738181405061,75.879026745231,0.36060883125091,26.239635576482,1.8030441562546
32.2,-0.0093680657671726,-0.9123850300337,0.010267667112893,0.2,0.52996200273932,0.47227562050279,1.0465680585145,0.050031445275096,76.239635576482,0.36188771970766,26.60152329619,1.8094385985383
32.4,-0.0093351034611914,-0.87805795901687,0.010631534473696,0.2,0.53624443325724,0.4801148048323,1.0612798603569,0.049341059284091,76.60152329619,0.36400670626568,26.965530002456,1.8200335313284
32.6,-0.0091491597378549,-0.81966684441986,0.01116204687324,0.2,0.5428643031758,0.48807997261798,1.0761604909439,0.04864274980741,76.965530002456,0.36684860486553,27.332378607321,1.8342430243276
32.8,-0.0088594387160453,-0.74964318036733,0.011818207579377,0.2,0.55005596844494,0.49600571557185,1.091184453021,0.04824357175749,77.332378607321,0.37001064658973,27.702389253911,1.8500532329487
33,-0.0085652022406004,-0.68520152668325,0.012500267303928,0.2,0.55779171411328,0.50388786962745,1.1063010914144,0.04785795425532,77.702389253911,0.37294562103512,28.075334874946,1.8647281051756
33.2,-0.0083919361179571,-0.6417850181986,0.013075930225844,0.2,0.56594093546619,0.51186862684066,1.1214619304286,0.047417941633002,78.075334874946,0.37518449267949,28.450519367626,1.8759224633974
33.4,-0.0084524722365998,-0.6296527257238,0.013424022308303,0.2,0.57426374019651,0.51996926622479,1.1366205055008,0.046757056784172,78.450519367626,0.37644513452285,28.826964502148,1.8822256726143
33.6,-0.0088071938669165,-0.65346564917915,0.013477669220991,0.2,0.58249260121786,0.52837117549933,1.1517439976467,0.045740368877269,78.826964502148,0.37663362964153,29.20359813179,1.8831681482076
33.8,-0.009426647762564,-0.71081417260942,0.013261761126623,0.2,0.59043075291953,0.53692049204144,1.1668456959773,0.044697647863195,79.20359813179,0.3758657277054,29.579463859495,1.879328638527
34,-0.010170200956472,-0.78766114441714,0.012911898763265,0.2,0.59802171991721,0.54542344061638,1.1819749556675,0.043692615645516,79.579463859495,0.37456687846435,29.95403073796,1.8728343923218
34.2,-0.010815022315334,-0.85542927202129,0.012642801303466,0.2,0.60533052658727,0.55394006863532,1.1971975144299,0.042726263030639,79.95403073796,0.37351895634831,30.327549694308,1.8675947817416
34.4,-0.011152641005043,-0.88155613776353,0.012651084289807,0.2,0.61255772588434,0.56241228280243,1.2125747278952,0.041956759097047,80.327549694308,0.37355187702215,30.70110157133,1.8677593851108
34.6,-0.011108058414769,-0.85454658154022,0.012998774618872,0.2,0.61994593985035,0.57090777166212,1.2281295707076,0.041200567880716,80.70110157133,0.37489592657504,31.075997497905,1.8744796328752
34.8,-0.010791098823423,-0.79535559775448,0.01356764050431,0.2,0.62766671901711,0.57949877333412,1.2438499954604,0.040569086809265,81.075997497905,0.37694640867028,31.452943906576,1.8847320433514
