time,DJ_over_J,DJint,Fy,Jint,ce_int,external_work,fracture_energy,kinetic_energy,max_disp_y,nucleation_energy,preset_ext_work,strain_energy
4.6950000000001e-05,-0.11029902082934,-0.0066194949612319,96.390619000888,0.060014086357791,-0.66398470531165,2.4119464417841,0.26703980233478,2.2725655446664,0.027890377990134,0.39466613419041,2.4717813920391,0.087328387999663
4.7000000000001e-05,-0.11433533050814,-0.0068431944095104,95.968083293211,0.05985196683385,-0.66103347877744,2.4176086722504,0.26741399316998,2.2784756595439,0.027947691618313,0.39484863726629,2.4777578440511,0.087285735449612
4.7050000000001e-05,-0.11325370142879,-0.0067899472515137,95.841645335928,0.059953424619704,-0.65885604709709,2.4232679206758,0.26779605083235,2.2843756545858,0.028005192118757,0.39526331519074,2.4837831015415,0.087273483303258
4.7100000000001e-05,-0.1073826255139,-0.0064759363167093,96.018394997927,0.060307114728454,-0.65632330291461,2.4289567677548,0.26816781788956,2.2902627207327,0.028062981001136,0.39566201483177,2.4898341756959,0.087312203426325
4.7150000000001e-05,-0.098261514978056,-0.0059783796753706,96.42638999027,0.060841517421197,-0.65402716355868,2.4346991455758,0.26852229134153,2.296148136802,0.028121121411251,0.39609497084656,2.4959077882763,0.087383441121428
4.7200000000001e-05,-0.088223785237822,-0.0054204345040294,96.926076337467,0.061439604857326,-0.65172992308635,2.4405053461982,0.26887868235735,2.3020553646524,0.028179635246661,0.39649865146027,2.5019989701368,0.087443350689562
4.7250000000001e-05,-0.079736949922353,-0.0049411655946045,97.344246597467,0.061968329606489,-0.64976485852905,2.4463703684567,0.26923900268256,2.3079887381328,0.028238507685592,0.39679899547417,2.5081017258502,0.08747572970657
4.7300000000001e-05,-0.074756473113741,-0.0046584318464164,97.521699000481,0.062314762219035,-0.64767331263505,2.4522763799203,0.26960527574514,2.3139627123038,0.028297697874568,0.39696376090508,2.5142107686838,0.087459573963685
4.7350000000001e-05,-0.074262815044577,-0.0046353575550049,97.360996487214,0.062418285008755,-0.64445781323398,2.4581987920612,0.26995538707317,2.3199880901049,0.028357153006635,0.39708605785908,2.5203230615467,0.087426105032637
4.7400000000001e-05,-0.078030255698464,-0.0048604575221612,96.860206216322,0.062289396320111,-0.64154160224697,2.4641143121499,0.27032137859826,2.326054404983,0.028416822255501,0.39709053511323,2.5264387236887,0.087342955083948
4.7450000000001e-05,-0.084623959677389,-0.0052475140962846,96.122366828298,0.062009791509279,-0.63918470554918,2.470008810703,0.27070472675347,2.3321591935122,0.028476667219654,0.39717859091775,2.5325610371568,0.087209385496379
4.7500000000001e-05,-0.091637233280566,-0.0056552869027941,95.337379034244,0.061713854732817,-0.63565128264804,2.47588305336,0.27107558128736,2.3382903046378,0.028536666588611,0.39717882867302,2.5386955369908,0.087098642373043
4.7550000000001e-05,-0.096191270193506,-0.0059212245132346,94.74078672637,0.061556776423921,-0.63246359664124,2.4817550533005,0.27144989665533,2.3444273811267,0.028596814334145,0.39713089676953,2.5448484173198,0.087007410423334
4.7600000000001e-05,-0.095652599552243,-0.0058996474448614,94.560095043617,0.061677857919994,-0.62756007354219,2.4876586254637,0.2718152891505,2.3505762233581,0.028657112388637,0.39723298345444,2.5510246590457,0.086931847789703
4.7650000000001e-05,-0.088381583929083,-0.0054945369673445,94.96209814235,0.062168346878161,-0.62469201406411,2.4936384094384,0.27217810917958,2.3567431588668,0.028717560060738,0.39722908263552,2.5572263387612,0.086871714822689
4.7700000000001e-05,-0.074222290485531,-0.0046798037771593,96.013598064488,0.06305119050552,-0.62164768896361,2.4997421423898,0.27253572428242,2.3629290535467,0.028778143065908,0.39729310921987,2.5634515083706,0.086823989487786
4.7750000000001e-05,-0.054518258734256,-0.0035042231235452,97.663609056708,0.064276138029761,-0.61765968930955,2.5060114009757,0.27289018041669,2.3691379819927,0.028838824939283,0.39729968965965,2.5696938739392,0.086783371065983
4.7800000000001e-05,-0.031679297650941,-0.0020822562654359,99.749303266453,0.065729243380937,-0.61428509731954,2.5124724286523,0.2732383272478,2.3753575898935,0.028899542873342,0.39753775636954,2.5759433068636,0.086758635833567
4.7850000000001e-05,-0.0085425792617489,-0.00057451136093498,102.02247214081,0.06725268134268,-0.61056502127944,2.5191289016257,0.27359842019869,2.3815822894658,0.028960208935065,0.39748441739099,2.5821870482581,0.086710384643991
4.7900000000001e-05,0.012196616886973,0.00083753823785357,104.18963504813,0.068669717645072,-0.60682845437828,2.5259583481553,0.27394814577383,2.3878147908742,0.029020716454916,0.39750490181209,2.5884113582049,0.0866475512393
4.7950000000001e-05,0.028336898923454,0.0019782080579839,105.95771636996,0.06981032269366,-0.60097117009876,2.5329132860869,0.27428972639324,2.3940511321581,0.029080950387027,0.39712715601061,2.5946033264936,0.086570164732939
4.8000000000001e-05,0.038308542668761,0.0027020672049012,107.07806513924,0.070534325157314,-0.5962275771475,2.5399270773371,0.27463815998515,2.4002990588008,0.029140799771215,0.39672796995352,2.6007525851889,0.086423234189161
