"DJ","DJ1","DJ1_br","DJ2","DJ2_br","DJ_br","EW","EW_br","FE","FE_br","Fy_top","J","KE","KE_br","PEW","SE","SE_br","max_disp_y","preset_ext_power","preset_ext_work_p","Time"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.3143e-19,-1.2875e-19,1.0507e-47,-2.6857e-21,8.2457e-58,1.0507e-47,0.0015045,-7.2268e-40,0,0,41.384,-1.6941e-21,0.00047522,1.925e-41,0.0036175,0.00099037,4.0147e-41,1.8518e-05,0.027539,0.0034424,0.25
-4.2352e-20,-3.5237e-19,-3.6462e-45,3.1001e-19,1.6617e-45,-1.9845e-45,0.0078989,-1.2303e-35,0,0,101.08,2.5072e-19,0.0025464,3.5005e-37,0.009912,0.0046906,7.2918e-37,5.1632e-05,0.025152,0.010029,0.5
-6.1495e-19,-6.5052e-19,-1.8346e-43,3.5575e-20,-4.2072e-43,-6.0418e-43,0.013632,-4.7163e-32,0,0,110.02,4.0658e-20,0.0051969,1.439e-33,0.015096,0.0070808,2.9932e-33,8.0301e-05,0.01639,0.015221,0.75
-4.4215e-19,-8.4026e-19,5.9267e-41,3.9811e-19,5.7152e-42,6.4982e-41,0.018241,-7.2024e-29,0,0,93.85,-2.3039e-19,0.0078553,2.3666e-30,0.019981,0.0093011,4.9144e-30,0.00010722,0.022127,0.020036,1
-1.5416e-19,-5.6921e-19,-1.2719e-39,4.1505e-19,2.3681e-39,1.0962e-39,0.02389,-5.5164e-26,0,0,98.62,1.6263e-19,0.010533,1.9616e-27,0.02568,0.01229,4.0651e-27,0.00013737,0.024113,0.025816,1.25
-9.6562e-19,3.7947e-19,-9.4315e-38,-1.3451e-18,-9.0052e-38,-1.8437e-37,0.029583,-2.3974e-23,0,0,104.46,1.3553e-19,0.013199,9.2753e-25,0.031102,0.015,1.9175e-24,0.00016622,0.019748,0.031299,1.5
-3.5237e-19,1.1926e-18,9.7331e-36,-1.545e-18,-1.5091e-36,8.224e-36,0.034605,-6.376e-21,0,0,98.29,-1.3553e-19,0.015881,2.7002e-22,0.036185,0.017395,5.5657e-22,0.0001938,0.020771,0.036364,1.75
-1.9651e-19,1.7347e-18,2.1035e-33,-1.9312e-18,1.1162e-34,2.2151e-33,0.039969,-1.0906e-18,0,0,97.997,-1.0842e-19,0.018564,5.0902e-20,0.041629,0.020128,1.0455e-19,0.00022297,0.023042,0.04184,2
8.4026e-19,3.2526e-19,3.613e-31,5.15e-19,1.221e-32,3.7351e-31,0.045591,-1.2415e-16,0,0,102.13,-2.9816e-19,0.021249,6.4353e-18,0.047107,0.022909,1.3159e-17,0.00025209,0.021234,0.047375,2.25
6.3697e-19,1.1926e-18,3.9147e-29,-5.5565e-19,3.1361e-30,4.2283e-29,0.050855,-9.6313e-15,0,0,100.12,3.7947e-19,0.023942,5.5938e-16,0.052337,0.025436,1.1377e-15,0.00028016,0.020706,0.052617,2.5
8.4636e-18,7.6978e-18,2.6742e-27,7.6572e-19,5.1044e-28,3.1847e-27,0.056146,-5.1777e-13,0,0,98.442,1.1438e-17,0.026636,3.4035e-14,0.057684,0.028076,6.8761e-14,0.00030878,0.022213,0.057982,2.75
5.5576e-16,4.9147e-16,1.1021e-25,6.4286e-17,5.7489e-26,1.677e-25,0.061669,-1.9508e-11,0,0,100.69,7.4956e-16,0.029336,1.4682e-12,0.063141,0.030831,2.9418e-12,0.0003378,0.021807,0.063485,3
2.6456e-14,2.3029e-14,1.95e-24,3.4274e-15,4.6595e-24,6.6095e-24,0.067057,-5.1879e-10,0,0,100.62,3.5613e-14,0.032039,4.5311e-11,0.068468,0.033448,8.9865e-11,0.00036626,0.021026,0.068839,3.25
9.3485e-13,7.9633e-13,-6.2762e-23,1.3852e-13,2.7951e-22,2.1675e-22,0.072365,-9.7765e-09,0,0,99.127,1.2543e-12,0.034746,1.0066e-09,0.073796,0.036067,1.9715e-09,0.00039475,0.021743,0.074185,3.5
2.464e-11,2.0447e-11,-5.9938e-21,4.1931e-12,1.2598e-20,6.6045e-21,0.077815,-1.307e-07,0,0,99.968,3.2921e-11,0.037456,1.6161e-08,0.07922,0.03878,3.1174e-08,0.00042357,0.021929,0.079644,3.75
4.8585e-10,3.905e-10,-2.4205e-19,9.5355e-11,4.3122e-19,1.8917e-19,0.083252,-1.2381e-06,0,0,100.55,6.4561e-10,0.04017,1.8795e-07,0.084599,0.041445,3.5615e-07,0.00045219,0.021363,0.085055,4
7.1767e-09,5.5435e-09,-6.6083e-18,1.6332e-09,1.1285e-17,4.6769e-18,0.088604,-8.2795e-06,0,0,99.657,9.4667e-09,0.042888,1.5848e-06,0.089942,0.044072,2.9455e-06,0.00048071,0.021562,0.090421,4.25
7.9426e-08,5.8326e-08,-1.3434e-16,2.1099e-08,2.2678e-16,9.244e-17,0.094018,-3.8858e-05,0,0,99.728,1.0369e-07,0.045609,9.685e-06,0.095343,0.046754,1.769e-05,0.00050941,0.021878,0.095851,4.5
6.5812e-07,4.524e-07,-2.0994e-15,2.0571e-07,3.5081e-15,1.4086e-15,0.099465,-0.00012688,0,0,100.32,8.4633e-07,0.048334,4.2817e-05,0.10074,0.049435,7.7684e-05,0.00053808,0.021599,0.10129,4.75
4.0792e-06,2.5655e-06,-2.5459e-14,1.5137e-06,4.1794e-14,1.6335e-14,0.10486,-0.00028481,0,0,99.952,5.1274e-06,0.051062,0.0001363,0.10611,0.052081,0.00025319,0.00056663,0.021554,0.10668,5
1.8917e-05,1.0512e-05,-2.3946e-13,8.4046e-06,3.8278e-13,1.4332e-13,0.11026,-0.00043239,0,0,99.734,2.2949e-05,0.05379,0.00030926,0.11151,0.054753,0.00063005,0.00059528,0.021803,0.1121,5.25
6.5855e-05,3.064e-05,-1.7336e-12,3.5214e-05,2.6804e-12,9.4677e-13,0.11571,-0.00043299,0,0,100.11,7.5569e-05,0.056511,0.00048937,0.11692,0.057456,0.0012484,0.00062396,0.02173,0.11754,5.5
0.00017387,6.2421e-05,-9.4955e-12,0.00011145,1.4182e-11,4.6861e-12,0.12113,-0.00026935,3.9701e-08,0,100.06,0.00018317,0.059213,0.00051492,0.12231,0.060169,0.0020521,0.00065255,0.021621,0.12296,5.75
0.00034728,8.8267e-05,-3.7917e-11,0.00025901,5.5298e-11,1.7381e-11,0.12654,-7.6954e-05,5.7697e-06,0,99.821,0.0003321,0.061879,0.00032284,0.1277,0.062925,0.0028559,0.00068116,0.021759,0.12838,6
0.0005433,9.171e-05,-1.0053e-10,0.00045159,1.4984e-10,4.9308e-11,0.13198,3.2844e-05,3.3459e-05,0,99.983,0.00047457,0.064503,9.007e-05,0.13312,0.06572,0.0034123,0.00070982,0.02179,0.13383,6.25
0.00072704,8.7503e-05,-1.1877e-10,0.00063954,2.3202e-10,1.1325e-10,0.13742,6.8164e-05,7.7088e-05,0,100.07,0.00059166,0.067087,1.0399e-05,0.13852,0.06853,0.0036677,0.00073844,0.021704,0.13926,6.5
0.00088234,9.3929e-05,2.654e-10,0.00078841,-5.258e-11,2.1282e-10,0.14285,7.9679e-05,0.00011666,0,99.906,0.00070839,0.069634,2.822e-05,0.14393,0.071377,0.0037546,0.00076705,0.021756,0.14469,6.75
0.00098239,9.7506e-05,1.5125e-09,0.00088488,-1.3334e-09,1.7906e-10,0.14829,7.7748e-05,0.00015192,0,99.933,0.00082693,0.072148,2.0657e-05,0.14935,0.074273,0.0036687,0.00079569,0.021818,0.15014,7
0.0010407,9.2911e-05,2.7117e-09,0.00094781,-3.5864e-09,-8.7463e-10,0.15374,7.831e-05,0.00020106,0,100.03,0.00093339,0.07463,6.5049e-06,0.15477,0.077191,0.003426,0.00082432,0.021776,0.15559,7.25
0.0011143,9.2143e-05,-2.5859e-11,0.0010222,-4.2094e-09,-4.2352e-09,0.15918,9.1976e-05,0.00028126,0,99.96,0.0010383,0.077079,5.9611e-06,0.16018,0.080106,0.0032504,0.00085294,0.021783,0.16104,7.5
0.0012252,9.2412e-05,-9.3988e-09,0.0011328,2.5082e-09,-6.8906e-09,0.16463,9.3083e-05,0.0003892,0,99.928,0.0011468,0.079501,2.3699e-06,0.16561,0.083029,0.0032538,0.00088157,0.021838,0.16649,7.75
0.0013574,9.1551e-05,-1.565e-08,0.0012658,1.8459e-08,2.8086e-09,0.17009,9.241e-05,0.00050803,0,99.997,0.0012562,0.08189,1.8787e-06,0.17104,0.085979,0.0033574,0.0009102,0.021832,0.17195,8
0.0014764,9.1863e-05,1.0157e-09,0.0013846,2.6161e-08,2.7176e-08,0.17554,9.6426e-05,0.00063188,0,99.983,0.001367,0.08425,1.1483e-06,0.17646,0.088952,0.0034336,0.00093882,0.021824,0.1774,8.25
0.0015684,9.4543e-05,3.357e-08,0.0014739,-5.6323e-09,2.7937e-08,0.181,9.5821e-05,0.00077145,0,99.94,0.0014782,0.086581,3.3515e-07,0.1819,0.091942,0.0034147,0.00096745,0.021861,0.18286,8.5
0.0016499,0.00010142,2.6205e-08,0.0015484,-6.0314e-08,-3.411e-08,0.18646,9.6334e-05,0.0009333,0,99.973,0.0015905,0.088884,5.4074e-07,0.18734,0.094943,0.0033575,0.00099611,0.021875,0.18833,8.75
0.00174,0.00011104,-4.7552e-08,0.001629,-4.6712e-08,-9.4264e-08,0.19193,9.6649e-05,0.0011158,0,99.986,0.0017032,0.091161,1.8106e-07,0.19277,0.097951,0.0033333,0.0010248,0.02187,0.1938,9
0.0018376,0.00012135,-9.908e-08,0.0017162,5.6956e-08,-4.2124e-08,0.1974,9.6209e-05,0.001319,0,99.958,0.0018158,0.093413,4.272e-07,0.19822,0.10097,0.0033424,0.0010537,0.021891,0.19927,9.25
0.0019271,0.00013023,-5.2041e-08,0.0017969,1.0492e-07,5.2883e-08,0.20287,9.5668e-05,0.0015453,0,99.971,0.0019277,0.095641,8.1825e-07,0.20366,0.10398,0.0033434,0.0010829,0.021909,0.20474,9.5
0.0020038,0.00013585,-7.9816e-09,0.0018679,2.6018e-08,1.8036e-08,0.20834,9.4661e-05,0.0017965,0,100,0.0020374,0.097855,1.7007e-06,0.20911,0.10698,0.0033176,0.0011129,0.021905,0.21022,9.75
0.0020739,0.00013628,-5.4615e-08,0.0019377,-1.7142e-08,-7.1757e-08,0.21378,9.3771e-05,0.0020699,0,100.01,0.0021434,0.10009,2.9419e-06,0.21456,0.10991,0.0032811,0.0011446,0.021903,0.2157,10
0.0021445,0.00013006,-8.7836e-08,0.0020144,6.8661e-08,-1.9174e-08,0.21914,9.2988e-05,0.0023658,0,100.04,0.0022448,0.10244,4.4966e-06,0.22,0.11262,0.0032519,0.0011795,0.021897,0.22117,10.25
0.002207,0.00011781,-9.1025e-08,0.0020892,1.8364e-07,9.2616e-08,0.22428,9.2254e-05,0.0026881,0,100.09,0.002342,0.10514,6.1437e-06,0.22544,0.11477,0.0032278,0.00122,0.021861,0.22664,10.5
0.0022613,0.00010338,-1.9716e-07,0.0021579,2.9979e-07,1.0263e-07,0.229,9.1532e-05,0.0030393,0,100.15,0.0024385,0.10864,7.6336e-06,0.23087,0.11582,0.0031997,0.001269,0.021871,0.23211,10.75
0.0023185,9.3827e-05,-3.8752e-07,0.0022246,4.4907e-07,6.155e-08,0.23311,9.0803e-05,0.003418,0,100.19,0.0025414,0.11342,8.9566e-06,0.23629,0.11532,0.0031682,0.0013294,0.02859,0.23842,11
0.0023939,9.7714e-05,-6.3327e-07,0.0022962,6.2924e-07,-4.0267e-09,0.23676,8.9853e-05,0.0038242,0,100.25,0.0026592,0.11965,1.0544e-05,0.24168,0.11349,0.0031392,0.001403,0.037141,0.24663,11.25
0.0024878,0.00012033,-1.1508e-06,0.0023675,1.0129e-06,-1.3787e-07,0.24059,8.8339e-05,0.004259,0,100.28,0.0027969,0.12668,1.3043e-05,0.24704,0.11133,0.0031139,0.0014894,0.043638,0.25673,11.5
0.0025905,0.00015728,-2.2173e-06,0.0024332,1.9247e-06,-2.9261e-07,0.24543,8.6138e-05,0.0047238,0,100.28,0.0029493,0.13342,1.6919e-05,0.25238,0.10987,0.0030893,0.0015848,0.045936,0.26793,11.75
0.0026853,0.00019122,-3.9153e-06,0.002494,3.4864e-06,-4.289e-07,0.25147,8.3349e-05,0.005219,0,100.27,0.0030983,0.13944,2.2244e-05,0.25769,0.10894,0.0030657,0.0016831,0.04351,0.27911,12
0.0027559,0.00019816,-6.0264e-06,0.0025577,5.5103e-06,-5.1614e-07,0.25803,8.0055e-05,0.0057457,0,100.24,0.0032191,0.14538,2.88e-05,0.26297,0.10753,0.0030464,0.0017782,0.038147,0.28931,12.25
0.0027866,0.00016473,-8.1106e-06,0.0026218,7.6608e-06,-4.497e-07,0.26422,7.6226e-05,0.006303,0,100.18,0.0032975,0.15189,3.631e-05,0.26823,0.10546,0.0030317,0.0018666,0.033163,0.29823,12.5
0.0027839,0.00010388,-9.7306e-06,0.00268,9.4972e-06,-2.3341e-07,0.26964,7.187e-05,0.0068902,0,100.1,0.003346,0.15867,4.4595e-05,0.27347,0.10341,0.0030196,0.0019491,0.03117,0.30627,12.75
0.0027833,5.1397e-05,-1.0614e-05,0.0027319,1.0537e-05,-7.7095e-08,0.27439,6.708e-05,0.0075059,0,100.02,0.0034016,0.16528,5.3627e-05,0.27871,0.1015,0.0030089,0.0020297,0.03272,0.31426,13
0.0028203,4.0611e-05,-1.0762e-05,0.0027797,1.0633e-05,-1.2871e-07,0.27888,6.1868e-05,0.0081507,0,99.975,0.0034984,0.1719,6.3484e-05,0.28394,0.099407,0.0029993,0.0021123,0.036135,0.32286,13.25
0.0028971,7.4045e-05,-1.0514e-05,0.002823,1.0237e-05,-2.7711e-07,0.28367,5.6046e-05,0.0088228,0,99.987,0.0036388,0.17864,7.4278e-05,0.28918,0.097262,0.0029891,0.0021977,0.038187,0.33215,13.5
0.0029751,0.00011902,-1.0362e-05,0.002856,1.0039e-05,-3.2306e-07,0.28902,4.9331e-05,0.0095179,0,100.04,0.0037894,0.18529,8.6162e-05,0.29442,0.095237,0.0029761,0.0022835,0.037592,0.34163,13.75
0.0030188,0.00013744,-1.0516e-05,0.0028814,1.0313e-05,-2.0283e-07,0.29461,4.1509e-05,0.010238,0,100.05,0.003913,0.19186,9.9364e-05,0.29965,0.093195,0.0029568,0.0023665,0.035695,0.35079,14
0.0030266,0.00012349,-1.0649e-05,0.0029031,1.0652e-05,2.9181e-09,0.30002,3.2265e-05,0.010981,0,99.999,0.0040048,0.19842,0.00011419,0.30488,0.091172,0.0029233,0.0024458,0.034725,0.35959,14.25
0.0030334,0.00010655,-1.022e-05,0.0029268,1.0403e-05,1.8366e-07,0.30517,2.0428e-05,0.011746,0,99.91,0.0040949,0.20489,0.00013122,0.31012,0.08923,0.0028592,0.002523,0.03543,0.36836,14.5
0.0030643,0.00011289,-8.998e-06,0.0029514,9.1948e-06,1.9677e-07,0.31029,2.6834e-06,0.012529,0,99.86,0.004211,0.21129,0.000152,0.31536,0.087326,0.0027406,0.0026006,0.036702,0.37738,14.75
0.0031121,0.0001327,-7.1274e-06,0.0029794,6.9343e-06,-1.9308e-07,0.3156,-2.7794e-05,0.013319,0,99.873,0.0043461,0.21765,0.00018039,0.32062,0.085486,0.0025387,0.0026799,0.037141,0.38661,15
0.0031439,0.00013428,-4.8274e-06,0.0030096,3.8567e-06,-9.7078e-07,0.32108,-8.0717e-05,0.0141,0,99.901,0.0044707,0.22394,0.00022382,0.32589,0.083726,0.0022297,0.0027605,0.036646,0.39583,15.25
0.0031428,0.00010615,-2.4404e-06,0.0030367,9.5411e-07,-1.4863e-06,0.32653,-0.00016221,0.014851,0,99.886,0.0045735,0.23019,0.00029233,0.33117,0.082039,0.0018106,0.0028418,0.036157,0.40493,15.5
0.0031326,7.1831e-05,-6.3939e-07,0.0030608,-5.2675e-07,-1.1661e-06,0.33186,-0.00026202,0.015551,0,99.826,0.0046782,0.23641,0.00039191,0.33646,0.080426,0.0013176,0.0029233,0.036281,0.41398,15.75
0.0031426,6.0511e-05,2.2472e-07,0.0030821,-6.5001e-07,-4.2529e-07,0.33716,-0.00034514,0.016178,0,99.766,0.0048187,0.24265,0.00051173,0.34178,0.078872,0.00082887,0.0030051,0.036689,0.42311,16
0.0031732,7.4881e-05,7.3883e-07,0.0030983,-9.0964e-07,-1.7082e-07,0.34254,-0.00036667,0.016715,0,99.74,0.0050069,0.24894,0.00061569,0.34711,0.07737,0.00044042,0.0030869,0.036856,0.4323,16.25
0.0032029,9.4718e-05,1.1828e-06,0.0031082,-2.4346e-06,-1.2518e-06,0.34799,-0.00031178,0.017157,0,99.732,0.0052304,0.25529,0.0006587,0.35248,0.075927,0.00021845,0.0031684,0.036771,0.4415,16.5
