time,DJ,DJ1,DJ1_br,DJ2,DJ2_br,DJ_br,EW,EW_br,FE,FE_br,Fy,J,KE,KE_br,PEW,SE,SE_br,ce_int,max_disp_y
16.25,0.0011851341367275,0.00010904643812542,-1.6923746519299e-06,0.0010760876986021,3.9663994223994e-06,2.2740247704695e-06,0.33914251073751,-1.6413455648625e-05,0.061748935323449,0,100.14455137072,0.0050408867610074,0.24794917918543,0.00014267784840845,0.34363483327611,0.076967308794401,0.00018513767991517,0,0.0030868415967287
16.5,0.0010956663085019,0.0001001829374986,-3.6259588505945e-06,0.00099548337100335,6.4700241433958e-06,2.8440652928013e-06,0.34425202383125,-1.815759265907e-05,0.063486642380159,0,99.84149604911,0.0052356490382299,0.25426775448815,0.00016224662133071,0.34866094933798,0.075147754996883,5.9086265514083e-05,0,0.0031683579560934
16.75,0.0010014561735739,7.2297466764182e-05,-6.0877039179631e-06,0.00092915870680974,9.452774334622e-06,3.365070416659e-06,0.34938463721281,-1.7898820547104e-05,0.065148184543785,0,99.445356598808,0.0054391155478544,0.26060913596621,0.00017851228363243,0.35371835321198,0.073383622196924,2.7202601729431e-05,0,0.0032494801773669
17,0.00093052438573069,4.8796227488412e-05,-9.6714307372895e-06,0.00088172815824228,1.3473733089056e-05,3.802302351766e-06,0.35453580870145,-1.8322824691866e-05,0.066818377049229,0,99.375890273704,0.0056592069306959,0.26695139280581,0.00019596197247938,0.35883851454114,0.071700062159332,4.8947364641722e-05,0,0.0033303116315806
17.25,0.00088994173099099,3.511137809723e-05,-1.5289392462015e-05,0.00085483035289376,1.9201007390923e-05,3.911614928908e-06,0.35972761216778,-2.3074678971409e-05,0.068593525714042,0,99.51539601391,0.0058804506683978,0.27333021888259,0.00022636090360224,0.36401780539678,0.069992578198024,6.6880540021498e-05,0,0.0034109723978103
17.5,0.00087336403230046,2.3928498307422e-05,-2.348777335626e-05,0.00084943553399304,2.6764668209361e-05,3.2768948531011e-06,0.36497829180115,-3.2264569766152e-05,0.070551847913863,0,99.529489472458,0.0060857079080141,0.27985148994914,0.0002784991244297,0.36924352158706,0.068111485502437,6.6922083957478e-05,0,0.0034915319691901
17.75,0.00088078850324405,1.6339677330236e-05,-3.3827242749351e-05,0.00086444882591381,3.552858728403e-05,1.7013445346784e-06,0.37028889103019,-4.131246718534e-05,0.0727088804092,0,99.402334517498,0.0062857055196479,0.2865745819256,0.00034588368001568,0.37452076494301,0.06606071531525,8.7778652870652e-05,0,0.003572156588727
18,0.00091217797714289,1.5310218757367e-05,-4.5030436273354e-05,0.00089686775838553,4.4421864330158e-05,-6.085719431963e-07,0.37565414772772,-4.6699233756837e-05,0.074982563893003,0,99.362479602637,0.0064999449319684,0.29341022671154,0.00041158405647229,0.3798616650764,0.06401575301151,0.00015443215199828,0,0.003653144075089
18.25,0.0009486110575324,1.0850768479646e-05,-5.5790258281804e-05,0.00093776028905275,5.2467044165075e-05,-3.3232141167282e-06,0.38107076344055,-5.0673409913193e-05,0.077171665663694,0,99.458651367354,0.0067221926382273,0.30022243992545,0.00046803294473605,0.38526436894252,0.062096098829924,0.00022719214963455,0,0.0037347243486817
18.5,0.00097251572110632,-7.763261928614e-06,-6.5152174516638e-05,0.00098027898303493,5.9117720224186e-05,-6.0344542924519e-06,0.38653546209044,-5.6281473038702e-05,0.079057795849436,0,99.50638803595,0.0069320595154537,0.30700112475146,0.0005208719307643,0.39071831410601,0.060259317621787,0.00025197234046341,0,0.0038169004624129
18.75,0.00099244829802489,-3.3552063326435e-05,-7.2079438569212e-05,0.0010260003613513,6.4314246449003e-05,-7.7651921202088e-06,0.3920473070031,-6.0931146136438e-05,0.080620206676221,0,99.400917217294,0.0071294003330536,0.31380918411243,0.00056850167519662,0.39622394870304,0.058483663939776,0.000237639138296,0,0.0038995378757879
19,0.0010126884561658,-5.10634234351e-05,-7.5570591275395e-05,0.0010637518796009,6.8391391684549e-05,-7.1791995908467e-06,0.39761381223761,-6.074462893506e-05,0.081916566039921,0,99.236518265499,0.0073303745537406,0.32061455217224,0.00059574812180985,0.40179571555481,0.056886473437616,0.00023599664171969,0,0.0039825479182845
19.25,0.0010349943332129,-5.6688691967145e-05,-7.6153283975267e-05,0.0010916830251801,7.1884971646369e-05,-4.2683123288972e-06,0.40324953297022,-5.7403544767337e-05,0.083104325087039,0,99.092845817542,0.0075385715307373,0.32734439207144,0.00059678222443559,0.40744975351107,0.05550553236029,0.00026678466806047,0,0.0040659381985198
19.5,0.001076080220297,-6.1238394378207e-05,-7.6704984067221e-05,0.0011373186146752,7.5139543195952e-05,-1.5654408712682e-06,0.40897026242621,-5.4349452070468e-05,0.084292317314936,0,98.877480038145,0.0077420088531883,0.33401790824573,0.00058405226602055,0.41320123256964,0.054280909123625,0.00031201131861131,0,0.0041497538451087
19.75,0.0011202103100133,-8.0581154525494e-05,-8.0570114663994e-05,0.0012007914645388,7.8122480272307e-05,-2.4476343916873e-06,0.41479531918135,-5.0927305489539e-05,0.085572072467982,0,98.426429990805,0.0079294264794105,0.34067282340594,0.00056679677959191,0.4190781260434,0.053216280298756,0.00035991149608867,0,0.0042340753145106
20,0.0011465749740343,-0.00012835238670965,-8.8317191409169e-05,0.0012749273607439,8.0987040267964e-05,-7.3301511412055e-06,0.42075825107266,-4.5170310972939e-05,0.086910172545126,0,97.636663124387,0.0080948734663051,0.34730788865581,0.00054048099491299,0.42513643987963,0.052349447750684,0.00040944714214961,0,0.0043191186445731
