time,Fx,external_work,fracture_energy,kinetic_energy,max_d,max_disp_x,nucleation_energy,strain_energy
7.3e-05,-3162.0435610279,19001.427596714,1606.5371495606,13264.875929725,1,1.8598744595093,41694.103610864,3709.3794941926
7.35e-05,-4108.5834823357,18967.614247044,1618.7791126757,13244.383154768,1,1.8855847316512,42456.325360488,3698.3564784343
7.4e-05,-5088.0897125069,18925.810142968,1630.6851450011,13215.052661439,1,1.9113666694923,43261.526190354,3688.652834421
7.45e-05,-5946.6199464283,18876.938907922,1642.984196414,13172.992862987,1,1.9371980685816,44039.700180439,3684.0132144784
7.5e-05,-6486.8531004948,18823.53669148,1655.106562362,13121.573787816,1,1.9630546708063,44574.086585096,3684.433925472
7.55e-05,-6542.3662259255,18769.57782581,1666.5094814181,13068.677910238,1,1.9889184775054,45533.706969901,3684.0241922304
7.6e-05,-6048.2160137467,18719.647530224,1677.6957917544,13015.018053429,1,2.0147774762342,46569.409840693,3689.9574882039
7.65e-05,-5075.806764318,18677.762409188,1689.6232864017,12969.712451256,1,2.0406235828709,47699.191133707,3696.0320862084
7.7e-05,-3816.3958305863,18646.318767997,1700.6889741855,12932.681125314,1,2.0664510668664,48771.764559417,3706.8037421735
7.75e-05,-2520.6415097768,18625.591429628,1711.88376713,12908.420687226,1,2.0922546328961,49790.771546425,3717.3145491737
7.8e-05,-1420.0422821639,18613.92528262,1722.5552401182,12891.293006706,1,2.1180327413291,50812.175026448,3733.1236709018
7.85e-05,-662.23910494056,18608.448151051,1731.9506553631,12884.840784079,1,2.1438011714002,51894.057662837,3745.1431470239
7.9e-05,-283.90778095035,18605.990317962,1740.8918104043,12882.167104651,1,2.1695749795875,52988.843866225,3759.9068637417
7.95e-05,-226.26855321022,18603.898067296,1749.6222904028,12882.219504239,1,2.1953529458802,53976.17443882,3772.2123850486
8e-05,-378.34865440773,18600.488038459,1758.0891169653,12878.740278152,1,2.2211289698869,55188.551530357,3787.9868873049
8.05e-05,-622.82957969283,18595.068734248,1765.5225289288,12870.244970738,1,2.2468990450864,56266.893837423,3807.5343900714
8.1e-05,-863.96914332313,18587.708914279,1774.85749792,12856.522149443,1,2.2726582005574,57364.160956692,3829.6292635247
8.15e-05,-1032.4486355322,18579.012023878,1784.3216161768,12840.790921028,1,2.2983997542503,58562.424591544,3852.2376941083
8.2e-05,-1077.3797230346,18569.987645058,1793.7008076095,12826.637354742,1,2.3241196964362,59762.656255801,3872.548991923
8.25e-05,-961.69913141038,18561.926195837,1803.5478896371,12816.128623544,1,2.3498222921807,60951.201516818,3891.5192331699
8.3e-05,-671.04395590968,18556.20401899,1814.6967936808,12811.80337483,1,2.3755094987771,62059.055019165,3906.4137047072
8.35e-05,-232.51444250769,18554.042258955,1824.8343427539,12818.338192223,1,2.4011744062518,63128.84202824,3915.8329855763
8.4e-05,272.18153734502,18556.159074967,1834.4966124526,12837.76068093,1,2.4268105429945,64157.052224702,3917.7974395065
8.45e-05,715.74398732387,18562.245449805,1843.9324600226,12869.777634614,1,2.4524083885235,65320.503554209,3913.7726493466
8.5e-05,960.7739451851,18570.601601868,1850.8069565944,12914.405823108,1,2.4779536596238,66258.53523411,3903.3430911752
8.55e-05,908.30553408162,18578.487772492,1854.0703763867,12967.063175818,1,2.503436617794,67458.297646237,3889.8146556532
8.6e-05,535.66298902193,18583.105354905,1855.6217264061,13019.503185657,1,2.5288551755524,68627.412201739,3876.3626331826
8.65e-05,-95.150557365908,18582.435817902,1857.901919839,13066.39375796,1,2.5542142013013,69936.837755244,3864.4460993836
8.7e-05,-861.24542565083,18575.478703954,1861.5630718276,13105.970046543,1,2.5795301317541,71081.992282071,3853.8567456784
8.75e-05,-1621.9240332559,18562.166602725,1863.8081402326,13136.141499737,1,2.6048220993227,72369.833723248,3847.6288115611
8.8e-05,-2262.1402735899,18543.279017052,1866.8422733964,13160.654107272,1,2.6300978154348,73590.037102713,3842.2022306234
8.85e-05,-2721.5659754154,18520.248502398,1870.3057641958,13183.873231258,1,2.6553549215895,74765.368522034,3834.4006100243
8.9e-05,-3002.9734577992,18494.703185096,1872.2966426987,13207.484871981,1,2.68059145711,76051.55909009,3825.588164744
8.95e-05,-3160.8337402105,18467.901922063,1874.1745457874,13230.805392886,1,2.7058128765692,77312.66818862,3816.6488531715
9e-05,-3275.5918696363,18440.360248844,1875.3823782207,13250.568987508,1,2.7310301963079,78545.911063661,3811.5707095101
