time,Fy,d_max,disp_y_max,dt,stress_yy_max
2.327e-05,0.10416599996428,0.30914416734412,0.0064188305726845,1e-06,75.481163448643
2.427e-05,0.10585855870033,0.32461432913784,0.0066223269151004,1e-06,80.983242643725
2.527e-05,0.1035015304088,0.32657331492212,0.0068209974861891,1e-06,81.963203330486
2.627e-05,0.10965562295234,0.32657331492212,0.0070149567256924,1e-06,82.697957664471
2.727e-05,0.10858692008763,0.32657331492212,0.007204316359495,1e-06,82.87257817546
2.827e-05,0.11121812808687,0.32657331492212,0.0073891854639814,1e-06,79.507194632334
2.927e-05,0.12718899569731,0.33733572937361,0.0075696705288673,1e-06,84.959031423665
3.027e-05,0.13184226385547,0.37321239878326,0.0077458755185401,1e-06,93.881456093982
3.127e-05,0.14015972233495,0.42115104450938,0.0079179019319457,1e-06,99.025816546546
3.227e-05,0.14642959269265,0.46883008370196,0.0080858488610545,1e-06,102.37836123299
3.327e-05,0.1318913539658,0.48886531792455,0.0082498130479411,1e-06,106.62285139179
3.427e-05,0.12327465440698,0.5060300176604,0.0084098889405106,1e-06,110.66195145957
3.527e-05,0.11357446028958,0.55575314751911,0.008566168746903,1e-06,111.39457058441
3.627e-05,0.11804405395697,0.64060771973126,0.0087187424886075,1e-06,112.02341143264
3.727e-05,0.10403938726159,0.77486113143727,0.008867698052318,1e-06,98.16888276103
3.827e-05,0.10876170358545,0.92242376119279,0.0090131212405575,1e-06,96.992423588006
3.927e-05,0.1068442171544,0.98859399502539,0.0091550958211031,1e-06,96.608874236223
4.027e-05,0.086022408460264,1,0.0092937035752387,1e-06,97.842261124651
4.127e-05,0.071627703309884,1,0.010506100736551,1e-06,100.04381199387
4.177e-05,0.071796751425887,1,0.011481569855223,5e-07,101.24437854567
4.202e-05,0.061319144275701,1,0.012017660208081,2.5e-07,107.6526196851
4.2145e-05,0.064220620740109,1,0.012230665285329,1.25e-07,109.4617524138
4.227e-05,0.061281144658187,1,0.012403458027004,1.25e-07,108.46819575934
4.2395e-05,0.06200059863253,1,0.012550853794476,1.25e-07,111.52831578919
4.252e-05,0.062566299123217,1,0.012686896203435,1.25e-07,112.27606636881
4.2645e-05,0.055366290627837,1,0.012883308505188,1.25e-07,111.40676069538
4.2895e-05,0.055044744903058,1,0.013216760774937,2.5e-07,110.58297112958
4.302e-05,0.050912552693343,1,0.013358333179649,1.25e-07,109.50779894414
4.3145e-05,0.055520353143637,1,0.013489804753421,1.25e-07,108.69966809723
4.327e-05,0.056731992524424,1,0.013667456431653,1.25e-07,109.1393610996
4.3395e-05,0.053293103679743,1,0.01386360410201,1.25e-07,112.23206863413
4.352e-05,0.053290053586487,1,0.014055182233781,1.25e-07,112.41753558665
4.3645e-05,0.043830555005916,1,0.01423135390308,1.25e-07,114.73787987545
4.3895e-05,0.044391803690237,1,0.014539411365055,2.5e-07,120.26639078098
4.39575e-05,0.043223189566416,1,0.014612717833793,6.25e-08,120.971000246
4.402e-05,0.043164233653531,1,0.01468816572375,6.25e-08,121.87914964143
4.4145e-05,0.047390448241861,1,0.014821258336047,1.25e-07,119.34731037501
4.427e-05,0.04064797827447,1,0.014928993692454,1.25e-07,119.60067397463
4.43325e-05,0.041801772493606,1,0.01497860455167,6.25e-08,120.24918366756
4.4395e-05,0.041524942357671,1,0.015027664109501,6.25e-08,120.91632517118
4.452e-05,0.039617228283129,1,0.015120024831377,1.25e-07,120.86506889504
4.45825e-05,0.04403895455041,1,0.015163771824879,6.25e-08,121.08170368182
4.4645e-05,0.043302675799025,1,0.015210440828316,6.25e-08,122.45842395455
4.477e-05,0.04132033934,1,0.015279982129976,1.25e-07,124.15681087192
4.4895e-05,0.041469768824902,1,0.015290217479515,1.25e-07,123.74517946161
4.502e-05,0.037490225937018,1,0.015312554005159,1.25e-07,126.0336151224
4.5145e-05,0.041551085755631,1,0.015504779610498,1.25e-07,129.33813678971
4.52075e-05,0.041009203975769,1,0.015603252192769,6.25e-08,131.56877560843
4.527e-05,0.03732517262059,1,0.015704573620907,6.25e-08,132.54510164716
4.53325e-05,0.038039912122642,1,0.01581976710623,6.25e-08,133.36792275686
4.5395e-05,0.03541159394887,1,0.015949446433981,6.25e-08,134.42735623294
4.54575e-05,0.030684526373277,1,0.016085707764126,6.25e-08,136.10981291629
4.5473125e-05,0.031045624475001,1,0.016120055973763,1.5625e-08,136.30309072798
4.548875e-05,0.032263476639539,1,0.016153824721855,1.5625e-08,136.27012824712
4.552e-05,0.033547519888075,1,0.01621718046462,3.125e-08,135.57599488773
4.55825e-05,0.032370769610881,1,0.016324535569276,6.25e-08,134.26769184661
4.5645e-05,0.033757250975541,1,0.016414278529453,6.25e-08,132.67721322147
4.57075e-05,0.034087935722533,1,0.016510085681424,6.25e-08,148.67979658659
4.573875e-05,0.031994205827277,1,0.016567348832741,3.125e-08,132.80647534135
4.577e-05,0.030847477331676,1,0.016631620629072,3.125e-08,132.67015525128
4.5785625e-05,0.030970314859861,1,0.01666589013877,1.5625e-08,132.70600608882
4.580125e-05,0.031176610613568,1,0.016701156294896,1.5625e-08,132.61783694222
4.58090625e-05,0.031187029663732,1,0.016718984678817,7.8125e-09,132.53662256808
4.581296875e-05,0.031151676834515,1,0.016727899152988,3.90625e-09,132.4893743984
4.5814921875e-05,0.031125333242797,1,0.016732349727418,1.953125e-09,132.46444541463
4.58158984375e-05,0.03111048175072,1,0.016734572524202,9.765625e-10,132.45169797146
4.581638671875e-05,0.031102705837614,1,0.016735683216516,4.8828125e-10,132.44803930138
4.5816630859375e-05,0.031098738715161,1,0.016736238379111,2.44140625e-10,132.45875300534
4.5816752929688e-05,0.031096735734191,1,0.016736515913658,1.220703125e-10,132.46410397075
4.5816813964844e-05,0.031095729642683,1,0.016736654669137,6.103515625e-11,132.46677795387
4.5816875e-05,0.031094720575653,1,0.01673679341671,6.103515625e-11,132.46945092607
4.5816890258789e-05,0.031094467846707,1,0.016736828102365,1.52587890625e-11,132.47011901044
4.5816897888184e-05,0.031094341413553,1,0.016736845445006,7.62939453125e-12,132.47045302872
4.5816901702881e-05,0.031094278179867,1,0.01673685411628,3.814697265625e-12,132.47062003188
4.581690361023e-05,0.031094246609051,1,0.016736858451906,9.5367431640625e-13,132.47070411783
4.5816904802322e-05,0.031094226875849,1,0.016736861161668,2.3841857910156e-13,132.47075667103
