"bounds_dummy","d","disp_x","GlobalElementId","K","ObjectId","PedigreeElementId","ce","delta","psie_active","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0.047,471,3.3333,0,471,15.144,4.1452,0.2,1,0.235,0.235,0,0
0,0,0.0472,473,3.3333,0,473,15.144,4.1452,0.2,1,0.236,0.236,0,0
0,0,0.0474,475,3.3333,0,475,15.144,4.1452,0.2,1,0.237,0.237,0,0
0,0,0.0476,477,3.3333,0,477,15.144,4.1452,0.2,1,0.238,0.238,0,0
0,0,0.0478,479,3.3333,0,479,15.144,4.1452,0.2,1,0.239,0.239,0,0
0,0,0.048,481,3.3333,0,481,15.144,4.1452,0.2,1,0.24,0.24,0,0
0,0,0.0482,483,3.3333,0,483,15.144,4.1452,0.2,1,0.241,0.241,0,0
0,0,0.0484,485,3.3333,0,485,15.144,4.1452,0.2,1,0.242,0.242,0,0
0,0,0.0486,487,3.3333,0,487,15.144,4.1452,0.2,1,0.243,0.243,0,0
0,0,0.0488,489,3.3333,0,489,15.144,4.1452,0.2,1,0.244,0.244,0,0
0,0,0.049,491,3.3333,0,491,15.144,4.1452,0.2,1,0.245,0.245,0,0
0,0,0.0492,493,3.3333,0,493,15.144,4.1452,0.2,1,0.246,0.246,0,0
0,0,0.0494,495,3.3333,0,495,15.144,4.1452,0.2,1,0.247,0.247,0,0
0,0,0.0496,497,3.3333,0,497,15.144,4.1452,0.2,1,0.248,0.248,0,0
0,0,0.0498,499,3.3333,0,499,15.144,4.1452,0.2,1,0.249,0.249,0,0
0,0,0.05,501,3.3333,0,501,15.144,4.1452,0.2,1,0.25,0.25,0,0
0,0,0.0502,503,3.3333,0,503,15.144,4.1452,0.2,1,0.251,0.251,0,0
0,0,0.0504,505,3.3333,0,505,15.144,4.1452,0.2,1,0.252,0.252,0,0
0,0,0.0506,507,3.3333,0,507,15.144,4.1452,0.2,1,0.253,0.253,0,0
0,0,0.0508,509,3.3333,0,509,15.144,4.1452,0.2,1,0.254,0.254,0,0
0,0,0.051,511,3.3333,0,511,15.144,4.1452,0.2,1,0.255,0.255,0,0
0,0,0.0512,513,3.3333,0,513,15.144,4.1452,0.2,1,0.256,0.256,0,0
0,0,0.0514,515,3.3333,0,515,15.144,4.1452,0.2,1,0.257,0.257,0,0
0,0,0.0516,517,3.3333,0,517,15.144,4.1452,0.2,1,0.258,0.258,0,0
0,0,0.0518,519,3.3333,0,519,15.144,4.1452,0.2,1,0.259,0.259,0,0
0,0,0.052,521,3.3333,0,521,15.144,4.1452,0.2,1,0.26,0.26,0,0
0,0,0.0522,523,3.3333,0,523,15.144,4.1452,0.2,1,0.261,0.261,0,0
0,0,0.0524,525,3.3333,0,525,15.144,4.1452,0.2,1,0.262,0.262,0,0
0,0,0.0526,527,3.3333,0,527,15.144,4.1452,0.2,1,0.263,0.263,0,0
0,0,0.0528,529,3.3333,0,529,15.144,4.1452,0.2,1,0.264,0.264,0,0
0,0,0.053,531,3.3333,0,531,15.144,4.1452,0.2,1,0.265,0.265,0,0
0,0,0.0532,533,3.3333,0,533,15.144,4.1452,0.2,1,0.266,0.266,0,0
0,0,0.0534,535,3.3333,0,535,15.144,4.1452,0.2,1,0.267,0.267,0,0
0,0,0.0536,537,3.3333,0,537,15.144,4.1452,0.2,1,0.268,0.268,0,0
0,0,0.0538,539,3.3333,0,539,15.144,4.1452,0.2,1,0.269,0.269,0,0
0,0,0.054,541,3.3333,0,541,15.144,4.1452,0.2,1,0.27,0.27,0,0
0,0,0.0542,543,3.3333,0,543,15.144,4.1452,0.2,1,0.271,0.271,0,0
0,0,0.0544,545,3.3333,0,545,15.144,4.1452,0.2,1,0.272,0.272,0,0
0,0,0.0546,547,3.3333,0,547,15.144,4.1452,0.2,1,0.273,0.273,0,0
0,0,0.0548,549,3.3333,0,549,15.144,4.1452,0.2,1,0.274,0.274,0,0
0,0,0.055,551,3.3333,0,551,15.144,4.1452,0.2,1,0.275,0.275,0,0
0,0,0.0552,553,3.3333,0,553,15.144,4.1452,0.2,1,0.276,0.276,0,0
0,0,0.0554,555,3.3333,0,555,15.144,4.1452,0.2,1,0.277,0.277,0,0
0,0,0.0556,557,3.3333,0,557,15.144,4.1452,0.2,1,0.278,0.278,0,0
0,0,0.0558,559,3.3333,0,559,15.144,4.1452,0.2,1,0.279,0.279,0,0
0,0,0.056,561,3.3333,0,561,15.144,4.1452,0.2,1,0.28,0.28,0,0
