time,Fx,Fy
5.3741349266602e-05,2582.7199836981,0.84328957879241
5.3741351173951e-05,2582.7222571054,0.84329222294093
5.3741353081299e-05,2582.7245305876,0.84329486719374
5.3741354988648e-05,2582.7268041444,0.84329751155128
5.3741356895997e-05,2582.729077776,0.84330015601701
5.3741358803345e-05,2582.7313514823,0.84330280058026
5.3741360710694e-05,2582.7336252632,0.84330544525257
5.3741362618042e-05,2582.7358991188,0.84330809004515
5.3741364525391e-05,2582.7381730492,0.84331073495137
5.374136643274e-05,2582.7404470541,0.84331337996528
5.3741368340088e-05,2582.7427211338,0.8433160250912
5.3741370247437e-05,2582.7449952881,0.84331867032932
5.3741372154786e-05,2582.747269517,0.84332131568256
5.3741374062134e-05,2582.7495438206,0.84332396115479
5.3741375969483e-05,2582.7518181989,0.84332660674502
5.3741377876832e-05,2582.7540926518,0.84332925245673
5.374137978418e-05,2582.7563671793,0.84333189828146
5.3741381691529e-05,2582.7586417814,0.84333454422888
5.3741383598877e-05,2582.7609164582,0.84333719029699
5.3741385506226e-05,2582.7631912098,0.8433398364806
5.3741387413575e-05,2582.765466036,0.84334248277899
5.3741389320923e-05,2582.767740937,0.84334512919384
5.3741391228272e-05,2582.7700159126,0.84334777571775
5.3741393135621e-05,2582.7722909629,0.84335042235486
5.3741395042969e-05,2582.7745660879,0.84335306910606
5.3741396950318e-05,2582.7768412876,0.84335571596801
5.3741398857667e-05,2582.779116562,0.8433583629374
5.3741400765015e-05,2582.781391911,0.84336101001351
5.3741402672364e-05,2582.7836673344,0.84336365719788
5.3741404579712e-05,2582.7859428322,0.84336630448709
5.3741406487061e-05,2582.7882184045,0.84336895187965
5.374140839441e-05,2582.7904940515,0.84337159937542
5.3741410301758e-05,2582.7927697731,0.84337424697756
5.3741412209107e-05,2582.7950455692,0.8433768946955
5.3741414116456e-05,2582.7973214397,0.84337954252288
5.3741416023804e-05,2582.7995973847,0.84338219046274
5.3741417931153e-05,2582.8018734043,0.84338483851256
5.3741419838502e-05,2582.8041494985,0.84338748666512
5.374142174585e-05,2582.8064256672,0.84339013493053
5.3741423653199e-05,2582.8087019104,0.84339278330064
5.3741425560547e-05,2582.8109782283,0.84339543177811
5.3741427467896e-05,2582.8132546208,0.84339808036315
5.3741429375245e-05,2582.8155310881,0.8434007290584
5.3741431282593e-05,2582.8178076299,0.84340337786307
5.3741433189942e-05,2582.8200842464,0.84340602677233
5.3741435097291e-05,2582.8223609373,0.84340867577522
5.3741437004639e-05,2582.8246377029,0.8434113248724
5.3741438911988e-05,2582.8269145432,0.84341397406898
5.3741440819337e-05,2582.8291914584,0.8434166233631
5.3741442726685e-05,2582.8314684483,0.84341927276952
5.3741444634034e-05,2582.8337455129,0.84342192229477
5.3741446541382e-05,2582.836022652,0.84342457194008
5.3741448448731e-05,2582.8382998656,0.84342722170874
5.374145035608e-05,2582.8405771538,0.84342987158815
5.3741452263428e-05,2582.8428545166,0.84343252157857
5.3741454170777e-05,2582.8451319539,0.84343517167732
5.3741456078126e-05,2582.8474094659,0.84343782187086
5.3741457985474e-05,2582.8496870524,0.8434404721592
5.3741459892823e-05,2582.8519647135,0.84344312255239
