time,DJ1,DJ2,DJint,EW,FE,Fy_top,J,KE,PEW,SE,max_disp_y,preset_ext_power,preset_ext_work_p
26.875,0.0020224377168505,-0.0060652233210053,-0.0040427856041548,-0.00022554171559359,0.2899519821101,187.34839625391,0.0029857333513484,0.091551016808804,0.49764994179983,0.62550239542106,0.0032783330861462,0,0
27.125,0.0022898313198842,-0.0054983212291928,-0.0032084899093087,-0.00023891331667664,0.29491473216809,177.97044006139,0.0035306156830068,0.093828752530878,0.49765021492648,0.61721117388272,0.0032669708220746,0,0
27.375,0.0024811916869809,-0.0045892391556008,-0.00210804746862,-0.0002786561697996,0.29980743357898,170.07711433879,0.0040443862182943,0.096323677756015,0.49765047907669,0.60858195548423,0.0032530394790724,0,0
27.625,0.0026192729229824,-0.0043641120743088,-0.0017448391513264,-0.0003474292657279,0.30473387717957,164.52255863062,0.0045523284564206,0.09973430215415,0.49765069928612,0.59917394513058,0.0032361728118027,0,0
27.875,0.0027247683914968,-0.0038577310784751,-0.0011329626869784,-0.00043307195205621,0.30962970781672,162.17538788736,0.005060895624167,0.10338942328713,0.49765085707368,0.58926541301576,0.0032187517557574,0,0
28.125,0.0027874091874865,-0.0037888579184261,-0.0010014487309395,-0.00051426281799313,0.31455623953153,163.28846084913,0.0055503596073305,0.10809230706761,0.49765094002966,0.57871030909236,0.0032002445522816,0,0
28.375,0.0027995258448117,-0.0027736307972464,2.5895047565364e-05,-0.00058026670690213,0.31944710870714,167.2174424823,0.0060492065033214,0.11278311519054,0.49765095126477,0.56811841942999,0.0031810730092689,0,0
28.625,0.0027437011548176,-0.001865851974684,0.00087784918013354,-0.000636910742093,0.32434632773026,172.73508138236,0.0065870435226792,0.11787116127482,0.49765092112555,0.55734180637742,0.0031614846638087,0,0
28.875,0.0026112394412176,-0.000947065961121,0.0016641734800966,-0.00069293291061087,0.32917375800329,178.26794987055,0.0071488631101656,0.12277359776195,0.49765088299696,0.54682606852816,0.0031430990231295,0,0
29.125,0.0024023008348545,-0.00046312759897781,0.0019391732358767,-0.00074993699336743,0.33397192453313,182.17487144731,0.0076970535957297,0.12764382797174,0.49765084742352,0.53625179216549,0.0031239977839124,0,0
