time,DJ,DJ1,DJ2,EW,FE,Fy_top,J,KE,PEW,SE,max_disp_y,preset_ext_power,preset_ext_work_p
50.25,0.013162036724901,0.017578707783656,-0.0044166710587549,0.00056550602679635,0.37212939477991,-117.75145104248,0.012629851847076,0.39618840491275,0.49519643645972,0.1850444328367,0.0032825509786077,0,0
50.5,0.013141760332652,0.020535561340686,-0.007393801008034,0.00024678232883889,0.37237528283814,-98.372076503581,0.013584400608836,0.38125247244716,0.49519633359629,0.20060186237046,0.003343069025631,0,0
50.75,0.011021419230763,0.02143785555976,-0.010416436328997,-7.2619020860127e-05,0.37260988539264,-89.905779230312,0.013223658209002,0.3645277136715,0.49519617319014,0.21760372886855,0.0033973280100026,0,0
51,0.0097209763563224,0.02253664467321,-0.012815668316888,-0.00030094388530831,0.37278034536617,-91.856148866575,0.01332640891247,0.34602940423945,0.49519595420652,0.23678401680582,0.0034678301265534,0,0
51.25,0.012185692641189,0.024177480339402,-0.011991787698213,-0.00037334430083683,0.37291356835597,-100.83310905733,0.015548166789618,0.32420572954464,0.49519569459059,0.2597199900818,0.0035759447892824,0,0
51.5,0.012346554865292,0.02361375709463,-0.011267202229339,-0.00030250159049877,0.37306894857711,-112.57220182365,0.015765210611246,0.29923216684868,0.49519542856591,0.28554355465851,0.0036710993861076,0,0
51.75,0.010463033772908,0.022557182070885,-0.012094148297978,-0.00016433742085856,0.37320150869743,-123.43703554223,0.014705073563202,0.27254041205826,0.49519518485232,0.31251190547266,0.0038000093467164,0,0
52,0.014763631176889,0.02763242183387,-0.012868790656981,-2.7247590035275e-05,0.37332750455906,-130.85438378415,0.019242800634608,0.24602673732958,0.49519496263393,0.33808488148423,0.0039248141313852,0,0
52.25,0.017986551885483,0.032301536645464,-0.014314984759981,2.2774751313491e-05,0.37343812192135,-133.34524769858,0.023537477829656,0.22129480898229,0.49519472770386,0.36118143515666,0.0040385429474659,0,0
52.5,0.018689603542368,0.032930737870041,-0.014241134327673,-0.00013142713727553,0.3735561940592,-130.92425309566,0.0239646101673,0.19923579320451,0.49519443415834,0.38152766688549,0.0041372974087929,0,0
52.75,0.020206384154714,0.034620500158675,-0.014414116003961,-0.00048788223232721,0.37370941673042,-125.63166486374,0.025306523020804,0.18013221059459,0.49519405391915,0.39858809912118,0.0042177994732765,0,0
53,0.025060845212895,0.038547639000464,-0.013486793787569,-0.00083841579112815,0.37386513818949,-121.2076005694,0.029291639263249,0.16483268698425,0.49519359166482,0.41091603897247,0.0042777987411649,0,0
53.25,0.031346614778936,0.044329212506551,-0.012982597727615,-0.00092299491419,0.37398613750477,-121.44111019218,0.035685146904766,0.1550656544759,0.49519307834569,0.41742539760686,0.0043159972279576,0,0
53.5,0.037630714028444,0.049957807232363,-0.012327093203919,-0.00064910675744786,0.37407262989981,-128.02938817059,0.042229585906283,0.15067153652947,0.495192552348,0.418945646419,0.0043308413624287,0,0
53.75,0.041496092913087,0.054714434233742,-0.013218341320655,-0.00015747279364417,0.37414184647836,-139.49455488115,0.047318357392095,0.15049779256483,0.49519204005369,0.41700200219914,0.0043209534591884,0,0
54,0.043071431956578,0.056857040211499,-0.013785608254922,0.00029766093909127,0.37421890250879,-152.06287309576,0.049753929563096,0.15259642301573,0.49519154352533,0.41400621508986,0.0042870599477583,0,0
54.25,0.045688057888447,0.059399804598046,-0.013711746709599,0.00054602304755555,0.37434909072891,-161.94525482736,0.053145875396435,0.15445220818246,0.49519104169364,0.41216519824816,0.0042329118165941,0,0
54.5,0.048250419935427,0.063023497173248,-0.014773077237821,0.00060192634355032,0.37448834444863,-167.42045772989,0.057657716575923,0.15483921601161,0.49519050845191,0.41193706673494,0.0041672892745165,0,0
54.75,0.046674679118895,0.064098211532153,-0.017423532413259,0.00057976949953446,0.37459081376766,-169.3546301974,0.058218098745826,0.1539969119211,0.49518993903399,0.41212182946987,0.004112184136002,0,0
55,0.054860175295914,0.071719970946534,-0.01685979565062,0.0005417071170373,0.37468423859303,-170.03840192579,0.065675316644009,0.15460794893826,0.49518936346194,0.40936375467634,0.0040736715778401,0,0
55.25,0.050379411758867,0.067015602810783,-0.016636191051915,0.00045811823469856,0.37478564559982,-171.41390370817,0.060786052733209,0.15967045276448,0.49518883141674,0.40118737155786,0.0040264564026022,0,0
55.5,0.052761179906486,0.068606781649097,-0.015845601742611,0.00030464122549471,0.374890858393,-173.96860838194,0.062000741329052,0.17007761494109,0.49518837843358,0.38779985227705,0.0039608817500826,0,0
55.75,0.05730090516139,0.073579748254846,-0.016278843093455,0.00010443842426057,0.37500841546931,-176.79208347389,0.067520043976319,0.18495926054113,0.49518800358623,0.37090910155189,0.0038807851800891,0,0
56,0.059328998067569,0.07663188948839,-0.017302891420821,-0.00013135611133529,0.37513660049435,-178.35883490082,0.070911528741232,0.20262154215803,0.49518767863762,0.35186690852653,0.0038002313802451,0,0
56.25,0.063478919619826,0.080661006490062,-0.017182086870236,-0.00036241584205045,0.37526662507118,-177.30081946799,0.074647690560272,0.2220926061676,0.49518737647595,0.33091837993658,0.0037382786006972,0,0
56.5,0.062769247088502,0.079874412099617,-0.017105165011116,-0.00049185166399426,0.37538044136064,-172.77889786724,0.073528323159464,0.24400836385945,0.49518708831542,0.30692103257422,0.0036793707090118,0,0
56.75,0.066141079799701,0.077335551942409,-0.011194472142708,-0.00052983451371399,0.3754889042349,-164.48715402952,0.070895483648481,0.26941551527911,0.49518681478337,0.27927931133065,0.0036115919026678,0,0
57,0.064606353325716,0.077179022261009,-0.012572668935294,-0.00062647766204208,0.37560439397863,-152.44658069385,0.070699573545634,0.29768439240628,0.49518654554152,0.2497938583092,0.0035286947757991,0,0
57.25,0.065694316568652,0.077365476090751,-0.011671159522099,-0.00088654063022457,0.3757183176945,-136.69166512553,0.071420177626873,0.32604792969072,0.49518625161844,0.22172801195266,0.0034315596506104,0,0
57.5,0.05945740017774,0.072060586041815,-0.012603185864075,-0.0013156208732147,0.37582576916622,-116.97056779184,0.067230119220994,0.35211571095122,0.49518589773177,0.19679414456432,0.0033277471900296,0,0
57.75,0.055525585326539,0.06931367365643,-0.01378808832989,-0.0018619982458806,0.37593507662434,-92.655936678799,0.065467413942921,0.37467571206203,0.49518546182614,0.17571134941302,0.0032396785235214,0,0
58,0.059241436188701,0.072401492427432,-0.013160056238731,-0.0023953712600085,0.37604178280635,-63.03936933805,0.069260803560096,0.39338009827813,0.49518494579905,0.15867805786275,0.0031522748073962,0,0
58.25,0.062735972375581,0.075381643053937,-0.012645670678357,-0.0027770642109815,0.3761388537591,-27.985702933631,0.072749960960921,0.40741495419373,0.49518437151962,0.14696906483369,0.0030532725924144,0,0
58.5,0.063197398629621,0.076124056461643,-0.012926657832021,-0.0029718557615423,0.37622792730269,11.374783889699,0.07364261922213,0.41573382257499,0.49518376611589,0.14098188126945,0.0029916089744402,0,0
58.75,0.062975406417368,0.075647069664376,-0.012671663247008,-0.0029999359994812,0.37632090665751,52.41239120862,0.073135392520696,0.41864882326287,0.49518314508156,0.14015468624427,0.0029607222067154,0,0
59,0.065204516067572,0.077112990027707,-0.011908473960135,-0.0028474146176797,0.37642163467331,91.49585820089,0.074678437822354,0.41728866442316,0.49518250353302,0.14254980434397,0.0029292773901293,0,0
59.25,0.064171526179045,0.075456754236901,-0.011285228057856,-0.0024981338064509,0.37651201287523,124.93359191604,0.073351981826451,0.41378491047452,0.49518182368999,0.14601747567307,0.0028852129215516,0,0
59.5,0.060676177743057,0.072364395378044,-0.011688217634987,-0.0019831334737915,0.37658101024761,149.71685379452,0.070438553216773,0.40994647021162,0.49518109612227,0.14907485039976,0.0028402983301219,0,0
59.75,0.058420693182367,0.070265662548318,-0.011844969365951,-0.0013348384050058,0.37663312427481,163.73944611126,0.068175123516844,0.40660286056797,0.49518033844511,0.15137257723114,0.002834900381961,0,0
60,0.055172050667717,0.067485645388897,-0.01231359472118,-0.00055346539894885,0.37668894146537,165.83063867111,0.065016541923267,0.40397130507132,0.49517959346945,0.1534778328786,0.0028308813370889,0,0
60.25,0.05247059066979,0.065363920173154,-0.012893329503363,0.00032395038733893,0.37675096122059,156.12703172015,0.062407526562955,0.40044109249134,0.49517890659799,0.157822827091,0.0028195251585286,0,0
60.5,0.050096419243788,0.064019544592442,-0.013923125348653,0.0011848854381335,0.37681199122928,136.74669043644,0.060809721218888,0.39347059233075,0.49517830329141,0.1666613823368,0.0028208474901778,0,0
60.75,0.049642216281474,0.063211366879443,-0.013569150597969,0.0019226552619525,0.37686574034243,112.0734147268,0.059982065088787,0.38132778039207,0.49517778722983,0.18104394127649,0.0028424888437477,0,0
61,0.05037746384969,0.063514678903025,-0.013137215053335,0.0025173654199312,0.37692991510228,88.004022557205,0.060383035864571,0.36445261396503,0.49517735699485,0.19942011582074,0.0028434478996429,0,0
61.25,0.049832000848633,0.061863423063593,-0.012031422214959,0.0030289380490045,0.37700618755133,70.255892118647,0.058911053136235,0.34425614284195,0.49517701996852,0.22040807948897,0.0028471873648949,0,0
61.5,0.045643753949525,0.057118342743136,-0.011474588793611,0.0035470484858568,0.37709137985689,62.553359805636,0.054021223899791,0.32189337628207,0.49517678840929,0.24300871245654,0.0029596286009451,0,0
61.75,0.040536147802564,0.05208939574252,-0.011553247939956,0.0041268543881022,0.3771882556314,65.593553022374,0.048559778525723,0.29774835749022,0.49517666463469,0.26783450508922,0.0030676618804186,0,0
62,0.038070085070991,0.049099024915195,-0.011028939844204,0.0047470102875284,0.37728847030718,77.167598356849,0.045349985329837,0.27093699451522,0.49517663306264,0.29566003118532,0.0030942994742052,0,0
62.25,0.03877013143094,0.047951258028725,-0.0091811265977855,0.0053425051301894,0.3773886500474,93.1824784223,0.044269669784305,0.24173053775596,0.49517666679836,0.32508780111229,0.003046507979358,0,0
62.5,0.03937555061068,0.04767367706049,-0.0082981264498107,0.0058430393230536,0.3774661360929,109.03971654921,0.043756831142588,0.21226634207722,0.49517674113845,0.35341299919349,0.0030152488865423,0,0
62.75,0.044846588171503,0.051313821377144,-0.0064672332056403,0.0061695707228894,0.37754144847691,120.93038060411,0.046848415972447,0.18513900210524,0.49517684285394,0.37835245922034,0.0030497635111677,0,0
63,0.046972102552256,0.053179452043109,-0.0062073494908527,0.0062713585837526,0.37761969106927,126.81791169801,0.048354844791771,0.16200258381641,0.49517697134212,0.3989225978952,0.0030763369511404,0,0
63.25,0.04749687653113,0.054390161737638,-0.0068932852065077,0.0061945211096534,0.37769825929049,126.94670452656,0.048556155889952,0.14324903331502,0.49517713432848,0.41501181246774,0.0031048715651717,0,0
63.5,0.062835194432265,0.061587731145446,0.001247463286819,0.0060603948435082,0.37778199190773,123.68831957806,0.054602801244386,0.12892594501575,0.49517734182255,0.42663099898577,0.0031309931349225,0,0
63.75,0.06344809773559,0.06369349340069,-0.00024539566509975,0.0059588095572803,0.37788366280558,120.6519304947,0.056450164044043,0.11951234314059,0.49517760057297,0.4328527961199,0.0033720243993463,0,0
64,0.052034745207261,0.056103173820771,-0.0040684286135105,0.0059044024237524,0.37800346058123,121.30091159773,0.050650852509136,0.11546358612264,0.49517790990982,0.43377579295519,0.0034940514819646,0,0
64.25,0.045645562075588,0.049643399357753,-0.0039978372821651,0.0058910863196575,0.3781043352111,127.61203000999,0.044787667857113,0.11653246411595,0.49517825887332,0.43006167400805,0.0034461337641983,0,0
64.5,0.037983199851051,0.039676395789294,-0.001693195938243,0.0059247932884477,0.37821159857346,139.33803601475,0.036336138451324,0.12093017883909,0.49517862511306,0.42437359679171,0.0034885550463828,0,0
64.75,0.03405289591067,0.03545006143424,-0.0013971655235693,0.0059970460760114,0.37833758419277,154.16993596732,0.032065723273054,0.12598310475146,0.49517897808246,0.41922248130673,0.003554318247878,0,0
65,0.034077334390957,0.035954981313169,-0.0018776469222115,0.0060776535111385,0.3784812543871,168.72601447031,0.031963700964215,0.12998024506563,0.49517928820106,0.41551028260189,0.0036649398050099,0,0
65.25,0.029639388776788,0.033441899421824,-0.0038025106450355,0.0061372364740256,0.37864407951677,179.98979468341,0.030099375660291,0.13274685168614,0.49517953787365,0.41255533877266,0.0037288424166756,0,0
65.5,0.021815985480723,0.026093040182114,-0.0042770547013907,0.0061467707223654,0.37880723998526,186.6138945563,0.023122120600529,0.13566877271681,0.49517972650472,0.40832547448882,0.0037608647518056,0,0
65.75,0.015772329774293,0.019255947314281,-0.0034836175399883,0.0060816439263872,0.37894213659787,189.42637410655,0.015848825659014,0.14117220957768,0.49517986714466,0.40047937521814,0.0037971045084908,0,0
66,0.014751991162384,0.017155501676681,-0.0024035105142967,0.0059573566849172,0.37903282764505,190.70215787094,0.013363538375103,0.15082895116219,0.49517998109264,0.38803264018307,0.0038068929221638,0,0
66.25,0.015123964044814,0.016339808835478,-0.0012158447906638,0.0058393438915009,0.37910163049318,192.45562189381,0.01246658333791,0.16508820441299,0.49518009577057,0.37103776562547,0.0037955943478406,0,0
66.5,0.013591939825847,0.014090773863382,-0.00049883403753448,0.0058062246497376,0.37916232587792,194.84430000466,0.010571749831648,0.18339060657999,0.49518024138332,0.35041885335957,0.0037682420865566,0,0
66.75,0.015628419003328,0.015401901839993,0.00022651716333489,0.0058970901725338,0.37921585939548,195.91990327549,0.012226059620106,0.20464697362346,0.49518043934712,0.3275507932867,0.0037648528030424,0,0
67,0.01826922722236,0.017712377533491,0.00055684968886979,0.0060739874169971,0.37926149618833,192.97083542703,0.016012652053738,0.2278113113303,0.49518068719977,0.30280363593037,0.0037692699055743,0,0
67.25,0.025578902507115,0.026579020145916,-0.0010001176388014,0.006235487672928,0.37930423192065,184.32444556777,0.024468215950098,0.25322302255385,0.49518095540354,0.27588209796899,0.003762724339287,0,0
67.5,0.030239309350496,0.030634239875499,-0.00039493052500324,0.0062888673207708,0.37934229392844,170.10873620362,0.028499390844518,0.28056430770863,0.49518120412062,0.24752070805842,0.0037326998924926,0,0
67.75,0.026321287326974,0.026542285099741,-0.00022099777276707,0.0062177855950741,0.37937526880338,151.54362551148,0.025496932038109,0.30823966469727,0.49518140905906,0.2200349636347,0.0037055822319728,0,0
68,0.025073573795985,0.025496696770276,-0.00042312297429061,0.0060772544780819,0.37940124020379,129.6951228111,0.024579462416772,0.33403774062731,0.49518157664849,0.19554081851341,0.0037017633731714,0,0
68.25,0.026156609306377,0.028019498556065,-0.0018628892496879,0.0059401976742669,0.37942826891203,104.87439881331,0.026818335420046,0.35625961357539,0.49518173870565,0.1752703062082,0.0036975298032447,0,0
68.5,0.027734933212018,0.031630091646034,-0.003895158434016,0.0058444388652985,0.37946512835829,76.957931857808,0.03047280655988,0.37404078196908,0.49518193284769,0.15933758663743,0.0037899960510037,0,0
68.75,0.027472602699279,0.031853168304852,-0.0043805656055736,0.0057539142070892,0.37950746695262,46.036940909737,0.030541303494746,0.38768049350866,0.49518218275526,0.14705769392812,0.0037822191279128,0,0
69,0.028136502266846,0.034464616259056,-0.0063281139922106,0.0055770565164271,0.37953785399614,12.816087304364,0.033305191891682,0.39781045836681,0.49518248999407,0.13832465443365,0.003858787832133,0,0
69.25,0.028152145659826,0.035667485781924,-0.0075153401220973,0.0052455190577192,0.37955848524951,-21.297942921653,0.034459391870173,0.40441623945769,0.49518284102561,0.13336541334938,0.0038405558957359,0,0
69.5,0.03188828457351,0.039784529796157,-0.0078962452226467,0.0047518668304221,0.37958073744622,-54.237916837109,0.038270686649377,0.40745496594506,0.49518322294329,0.1315587827541,0.0037888151964506,0,0
69.75,0.038563108998842,0.047097028684811,-0.0085339196859694,0.0041139832424589,0.37960353796514,-83.435361466794,0.04561872346128,0.40822077167336,0.49518363497214,0.13122336795871,0.003750048037857,0,0
70,0.035930909216785,0.044939938612021,-0.009009029395236,0.003348751541407,0.37963013768698,-106.19891088189,0.043561495990241,0.40812217014058,0.49518408668917,0.13077671767552,0.0037132487751188,0,0
